Verbo(nselect:0) 	 	 {record, register}(nselect:1)
{represent, interpret}(nselect:0) 	 	 {model, mock up}(nselect:0)
{represent, interpret}(nselect:0) 	 	 {graph, chart}(nselect:0)
{represent, interpret}(nselect:0) 	 	 {portray, present}(nselect:1)
{portray, present}(nselect:1) 	 	 {commend}(nselect:0)
{re-create}(nselect:0) 	 	 {regenerate}(nselect:0)
{re-create}(nselect:0) 	 	 {regenerate, renew}(nselect:0)
{re-create}(nselect:0) 	 	 {fictionalize, fictionalise, retell}(nselect:0)
{re-create}(nselect:0) 	 	 {forge, fake, counterfeit}(nselect:0)
{re-create}(nselect:0) 	 	 {recite, retell}(nselect:0)
{re-create}(nselect:0) 	 	 {perform}(nselect:0)
{re-create}(nselect:0) 	 	 {act, play, represent}(nselect:0)
{re-create}(nselect:0) 	 	 {reenact}(nselect:0)
{re-create}(nselect:0) 	 	 {model, simulate}(nselect:0)
{re-create}(nselect:0) 	 	 {play, spiel}(nselect:0)
{re-create}(nselect:0) 	 	 {stage, present, represent}(nselect:1)
{stage, present, represent}(nselect:1) 	 	 {set, localize, localise, place}(nselect:0)
{make, create}(nselect:1) 	 	 {grind}(nselect:0)
{make, create}(nselect:1) 	 	 {generate, bring forth}(nselect:4)
{generate, bring forth}(nselect:4) 	 	 {come up}(nselect:0)
{generate, bring forth}(nselect:4) 	 	 {develop}(nselect:0)
{generate, bring forth}(nselect:4) 	 	 {induce, bring on}(nselect:0)
{generate, bring forth}(nselect:4) 	 	 {release, free, liberate}(nselect:0)
{make, create}(nselect:1) 	 	 {originate, initiate, start}(nselect:0)
{make, create}(nselect:1) 	 	 {give, yield}(nselect:1)
{make, create}(nselect:1) 	 	 {bring, work, play, wreak, make for}(nselect:0)
{make, create}(nselect:1) 	 	 {raise, conjure, conjure up, invoke, evoke, stir, call down, arouse, bring up, put forward, call forth}(nselect:0)
{make, create}(nselect:1) 	 	 {create by mental act, create mentally}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {draw, make}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {re-create}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {give birth}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {schematize}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {invent, contrive, devise, excogitate, formulate, forge}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {gestate, conceive, conceptualize, conceptualise}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {think up, think of, dream up, hatch, concoct}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {imagine, conceive of, ideate, envisage}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {plan, project, contrive, design}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {design, plan}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {write}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {evolve, germinate, develop}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {program, programme}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {construct}(nselect:0)
{create by mental act, create mentally}(nselect:0) 	 	 {construct}(nselect:1)
{make, create}(nselect:1) 	 	 {create, make}(nselect:0)
{make, create}(nselect:1) 	 	 {realize, realise, actualize, actualise, substantiate}(nselect:0)
{make, create}(nselect:1) 	 	 {cause, do, make}(nselect:4)
{cause, do, make}(nselect:4) 	 	 {determine, shape, mold, influence, regulate}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {initiate, pioneer}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {establish, found, plant, constitute, institute}(nselect:0)
{establish, found, plant, constitute, institute}(nselect:0) 	 	 {fix}(nselect:0)
{establish, found, plant, constitute, institute}(nselect:0) 	 	 {appoint, name, nominate, constitute}(nselect:1)
{appoint, name, nominate, constitute}(nselect:1) 	 	 {pack}(nselect:0)
{appoint, name, nominate, constitute}(nselect:1) 	 	 {co-opt}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {strike up}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {trip, actuate, trigger, activate, set off, spark off, spark, trigger off, touch off}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {stage, arrange}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {mount}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {undertake, set about, attempt}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {organize, organise, prepare, devise, get up, machinate}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {introduce, innovate}(nselect:1)
{introduce, innovate}(nselect:1) 	 	 {phase in}(nselect:0)
{introduce, innovate}(nselect:1) 	 	 {pioneer, open up}(nselect:0)
{introduce, innovate}(nselect:1) 	 	 {debut}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {effect, effectuate, set up}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {draw, get}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {precipitate}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {induce, stimulate, rush, hasten}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {serve}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10) 	 	 {get over}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10) 	 	 {run}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10) 	 	 {consummate}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10) 	 	 {consummate}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10) 	 	 {do, perform}(nselect:2)
{do, perform}(nselect:2) 	 	 {overachieve}(nselect:0)
{do, perform}(nselect:2) 	 	 {turn}(nselect:0)
{do, perform}(nselect:2) 	 	 {underachieve, underperform}(nselect:0)
{do, perform}(nselect:2) 	 	 {misdo}(nselect:0)
{do, perform}(nselect:2) 	 	 {go all out, give one's best, do one's best, give full measure}(nselect:0)
{do, perform}(nselect:2) 	 	 {ply}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:10) 	 	 {dispatch, discharge, complete}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {make}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {occasion}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {provoke, evoke, call forth, kick up}(nselect:2)
{provoke, evoke, call forth, kick up}(nselect:2) 	 	 {pick}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {engender, breed, spawn}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {motivate, actuate, propel, move, prompt, incite}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {impel, force}(nselect:0)
{cause, do, make}(nselect:4) 	 	 {facilitate}(nselect:0)
{make, create}(nselect:1) 	 	 {establish, give}(nselect:0)
{make, create}(nselect:1) 	 	 {put on, turn in}(nselect:0)
{make, create}(nselect:1) 	 	 {bear, turn out}(nselect:0)
{make, create}(nselect:1) 	 	 {create from raw material, create from raw stuff}(nselect:0)
{make, create}(nselect:1) 	 	 {build, establish}(nselect:2)
{make, create}(nselect:1) 	 	 {assemble, piece, put together, set up, tack, tack together}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {confect, confection, comfit}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {jumble, confuse, mix up}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {reassemble}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {compound}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {rig up}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {configure}(nselect:1)
{make, create}(nselect:1) 	 	 {style}(nselect:0)
{make, create}(nselect:1) 	 	 {strike}(nselect:0)
{make, create}(nselect:1) 	 	 {copy, re-create}(nselect:0)
{make, create}(nselect:1) 	 	 {create verbally}(nselect:0)
{make, create}(nselect:1) 	 	 {compose, write}(nselect:0)
{make, create}(nselect:1) 	 	 {choreograph}(nselect:0)
{make, create}(nselect:1) 	 	 {direct}(nselect:0)
{make, create}(nselect:1) 	 	 {film}(nselect:1)
{film}(nselect:1) 	 	 {cinematize, cinematise}(nselect:0)
{film}(nselect:1) 	 	 {microfilm}(nselect:0)
{make, create}(nselect:1) 	 	 {film-make}(nselect:0)
{make, create}(nselect:1) 	 	 {recreate}(nselect:0)
{make, create}(nselect:1) 	 	 {offset}(nselect:0)
{make, create}(nselect:1) 	 	 {scrape}(nselect:0)
{make, create}(nselect:1) 	 	 {produce, bring forth}(nselect:0)
{make, create}(nselect:1) 	 	 {produce, bring about, give rise}(nselect:0)
{produce, bring about, give rise}(nselect:0) 	 	 {induce, induct}(nselect:0)
{produce, bring about, give rise}(nselect:0) 	 	 {leave, result, lead}(nselect:2)
{leave, result, lead}(nselect:2) 	 	 {lead}(nselect:0)
{lead}(nselect:0) 	 	 {necessitate}(nselect:0)
{necessitate}(nselect:0) 	 	 {entail, imply, mean}(nselect:1)
{make, create}(nselect:1) 	 	 {press}(nselect:0)
{make, create}(nselect:1) 	 	 {prepare}(nselect:1)
{prepare}(nselect:1) 	 	 {rough in, rough, rough out}(nselect:0)
{make, create}(nselect:1) 	 	 {cut}(nselect:0)
{make, create}(nselect:1) 	 	 {cut}(nselect:0)
{make, create}(nselect:1) 	 	 {raise}(nselect:0)
{make, create}(nselect:1) 	 	 {beat}(nselect:0)
{make, create}(nselect:1) 	 	 {chop}(nselect:0)
{make, create}(nselect:1) 	 	 {manufacture}(nselect:0)
{make, create}(nselect:1) 	 	 {blast, shell}(nselect:0)
{make, create}(nselect:1) 	 	 {arouse, elicit, enkindle, kindle, evoke, fire, raise, provoke}(nselect:0)
{arouse, elicit, enkindle, kindle, evoke, fire, raise, provoke}(nselect:0) 	 	 {stimulate, shake, shake up, excite, stir}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {fuel}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {arouse, sex, excite, turn on, wind up}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {frighten, fright, scare, affright}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {thrill, tickle, vibrate}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {tempt, invite}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {elate, lift up, uplift, pick up, intoxicate}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {titillate}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {inspire, animate, invigorate, enliven, exalt}(nselect:2)
{inspire, animate, invigorate, enliven, exalt}(nselect:2) 	 	 {encourage}(nselect:0)
{make, create}(nselect:1) 	 	 {incorporate}(nselect:0)
{make, create}(nselect:1) 	 	 {form, organize, organise}(nselect:1)
{form, organize, organise}(nselect:1) 	 	 {reorganize, reorganise, regroup}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {choose up}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {draw up}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {regiment}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {syndicate}(nselect:0)
{make, create}(nselect:1) 	 	 {construct, build, make}(nselect:2)
{construct, build, make}(nselect:2) 	 	 {customize, customise}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {revet}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {dry-wall}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {lock}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {wattle}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {frame, frame up}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {rebuild, reconstruct}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {groin}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {cantilever}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {raise, erect, rear, set up, put up}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {corduroy}(nselect:0)
{construct, build, make}(nselect:2) 	 	 {channelize, channelise}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:20)
{be}(nselect:20) 	 	 {stretch, stretch along}(nselect:0)
{be}(nselect:20) 	 	 {attend, go to}(nselect:1)
{attend, go to}(nselect:1) 	 	 {sit in}(nselect:0)
{attend, go to}(nselect:1) 	 	 {worship}(nselect:0)
{be}(nselect:20) 	 	 {occupy, fill}(nselect:1)
{occupy, fill}(nselect:1) 	 	 {crowd}(nselect:0)
{occupy, fill}(nselect:1) 	 	 {take up}(nselect:0)
{be}(nselect:20) 	 	 {populate, dwell, live, inhabit}(nselect:0)
{be}(nselect:20) 	 	 {inhabit}(nselect:0)
{be}(nselect:20) 	 	 {stand back, keep one's eyes off, keep one's distance, keep one's hands off, stay away}(nselect:0)
{be}(nselect:20) 	 	 {reach, extend to, touch}(nselect:0)
{be}(nselect:20) 	 	 {run, go, pass, lead, extend}(nselect:0)
{be}(nselect:20) 	 	 {go, lead}(nselect:0)
{be}(nselect:20) 	 	 {cover, continue, extend}(nselect:0)
{be}(nselect:20) 	 	 {extend, poke out, reach out}(nselect:0)
{be}(nselect:20) 	 	 {lie}(nselect:0)
{be}(nselect:20) 	 	 {sit}(nselect:0)
{be}(nselect:20) 	 	 {sit, sit around}(nselect:0)
{be}(nselect:20) 	 	 {face}(nselect:0)
{be}(nselect:20) 	 	 {straddle}(nselect:0)
{be}(nselect:20) 	 	 {follow}(nselect:0)
{be}(nselect:20) 	 	 {center on}(nselect:0)
{be}(nselect:20) 	 	 {lie, rest}(nselect:0)
{be}(nselect:20) 	 	 {belong, go}(nselect:0)
{be}(nselect:20) 	 	 {come}(nselect:0)
Verbo(nselect:0) 	 	 {change, alter, modify}(nselect:7)
{change, alter, modify}(nselect:7) 	 	 {indispose}(nselect:0)
{indispose}(nselect:0) 	 	 {hurt}(nselect:0)
{hurt}(nselect:0) 	 	 {injure, wound}(nselect:3)
{injure, wound}(nselect:3) 	 	 {trample}(nselect:0)
{injure, wound}(nselect:3) 	 	 {concuss}(nselect:0)
{injure, wound}(nselect:3) 	 	 {calk}(nselect:0)
{injure, wound}(nselect:3) 	 	 {torture, excruciate, torment}(nselect:1)
{torture, excruciate, torment}(nselect:1) 	 	 {rack}(nselect:0)
{torture, excruciate, torment}(nselect:1) 	 	 {martyr, martyrize, martyrise}(nselect:0)
{injure, wound}(nselect:3) 	 	 {pull, overstretch}(nselect:0)
{injure, wound}(nselect:3) 	 	 {traumatize, traumatise, shock}(nselect:0)
{injure, wound}(nselect:3) 	 	 {maim}(nselect:0)
{injure, wound}(nselect:3) 	 	 {twist, sprain, wrench, turn, wrick, rick}(nselect:0)
{injure, wound}(nselect:3) 	 	 {subluxate}(nselect:0)
{injure, wound}(nselect:3) 	 	 {disable, invalid, incapacitate, handicap}(nselect:0)
{injure, wound}(nselect:3) 	 	 {harm}(nselect:0)
{injure, wound}(nselect:3) 	 	 {run down, run over}(nselect:0)
{injure, wound}(nselect:3) 	 	 {fracture, break}(nselect:0)
{injure, wound}(nselect:3) 	 	 {knife, stab}(nselect:0)
{injure, wound}(nselect:3) 	 	 {skin, scrape}(nselect:0)
{injure, wound}(nselect:3) 	 	 {bruise, contuse}(nselect:0)
{injure, wound}(nselect:3) 	 	 {graze}(nselect:0)
{injure, wound}(nselect:3) 	 	 {shoot, hit, pip}(nselect:7)
{shoot, hit, pip}(nselect:7) 	 	 {gun down}(nselect:0)
{shoot, hit, pip}(nselect:7) 	 	 {grass}(nselect:0)
{shoot, hit, pip}(nselect:7) 	 	 {kneecap}(nselect:0)
{hurt}(nselect:0) 	 	 {trouble, ail, pain}(nselect:0)
{hurt}(nselect:0) 	 	 {disagree with}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {make, get}(nselect:2)
{make, get}(nselect:2) 	 	 {render}(nselect:0)
{make, get}(nselect:2) 	 	 {get, let, have}(nselect:0)
{make, get}(nselect:2) 	 	 {leave}(nselect:3)
{change, alter, modify}(nselect:7) 	 	 {end, terminate}(nselect:3)
{end, terminate}(nselect:3) 	 	 {complete, finish}(nselect:8)
{complete, finish}(nselect:8) 	 	 {close}(nselect:0)
{complete, finish}(nselect:8) 	 	 {top, top off}(nselect:0)
{complete, finish}(nselect:8) 	 	 {get through, wrap up, finish off, mop up, polish off, clear up, finish up}(nselect:0)
{complete, finish}(nselect:8) 	 	 {see through}(nselect:0)
{complete, finish}(nselect:8) 	 	 {round out, finish out}(nselect:0)
{complete, finish}(nselect:8) 	 	 {follow through, follow up, follow out, carry out, implement, put through, go through}(nselect:1)
{follow through, follow up, follow out, carry out, implement, put through, go through}(nselect:1) 	 	 {adhere}(nselect:0)
{complete, finish}(nselect:8) 	 	 {carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1) 	 	 {get over}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1) 	 	 {run}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1) 	 	 {consummate}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1) 	 	 {consummate}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1) 	 	 {do, perform}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:1) 	 	 {dispatch, discharge, complete}(nselect:0)
{end, terminate}(nselect:3) 	 	 {close out}(nselect:0)
{end, terminate}(nselect:3) 	 	 {finish}(nselect:0)
{end, terminate}(nselect:3) 	 	 {abort}(nselect:0)
{end, terminate}(nselect:3) 	 	 {culminate}(nselect:0)
{end, terminate}(nselect:3) 	 	 {lift, raise}(nselect:0)
{end, terminate}(nselect:3) 	 	 {ax, axe}(nselect:0)
{end, terminate}(nselect:3) 	 	 {stamp out, kill}(nselect:0)
{end, terminate}(nselect:3) 	 	 {dissolve, break up}(nselect:0)
{end, terminate}(nselect:3) 	 	 {dissolve, break up}(nselect:0)
{end, terminate}(nselect:3) 	 	 {break, break off, discontinue, stop}(nselect:0)
{break, break off, discontinue, stop}(nselect:0) 	 	 {fracture}(nselect:0)
{break, break off, discontinue, stop}(nselect:0) 	 	 {bog down, bog}(nselect:0)
{break, break off, discontinue, stop}(nselect:0) 	 	 {interrupt, disrupt, break up, cut off}(nselect:1)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {cut, cut off}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {punctuate}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {break}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {put away, put aside}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {pause, intermit, break}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {chime in, cut in, put in, butt in, chisel in, barge in, break in}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {burst in on, burst upon}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {heckle}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {interject, come in, interpose, put in, throw in, inject}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {jam, block}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {stop, stop over}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:1) 	 	 {take off, take time off}(nselect:0)
{end, terminate}(nselect:3) 	 	 {interrupt, break}(nselect:1)
{interrupt, break}(nselect:1) 	 	 {hold on, stop}(nselect:0)
{interrupt, break}(nselect:1) 	 	 {cut short, break short, break off}(nselect:0)
{interrupt, break}(nselect:1) 	 	 {freeze, suspend}(nselect:1)
{end, terminate}(nselect:3) 	 	 {stub out, crush out, extinguish, press out}(nselect:0)
{end, terminate}(nselect:3) 	 	 {finalize, finalise, settle, nail down}(nselect:0)
{end, terminate}(nselect:3) 	 	 {closure, cloture}(nselect:0)
{end, terminate}(nselect:3) 	 	 {decide, settle, resolve, adjudicate}(nselect:1)
{decide, settle, resolve, adjudicate}(nselect:1) 	 	 {judge}(nselect:0)
{decide, settle, resolve, adjudicate}(nselect:1) 	 	 {adjust}(nselect:0)
{end, terminate}(nselect:3) 	 	 {conclude}(nselect:0)
{end, terminate}(nselect:3) 	 	 {close}(nselect:0)
{end, terminate}(nselect:3) 	 	 {phase out}(nselect:0)
{end, terminate}(nselect:3) 	 	 {close}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {damage}(nselect:1)
{damage}(nselect:1) 	 	 {burn}(nselect:0)
{damage}(nselect:1) 	 	 {frost}(nselect:0)
{damage}(nselect:1) 	 	 {bilge}(nselect:0)
{damage}(nselect:1) 	 	 {total}(nselect:0)
{damage}(nselect:1) 	 	 {bruise}(nselect:0)
{damage}(nselect:1) 	 	 {disturb}(nselect:0)
{damage}(nselect:1) 	 	 {afflict, smite}(nselect:0)
{damage}(nselect:1) 	 	 {hurt, injure}(nselect:0)
{damage}(nselect:1) 	 	 {impair}(nselect:0)
{damage}(nselect:1) 	 	 {flaw, blemish}(nselect:0)
{damage}(nselect:1) 	 	 {corrode, eat, rust}(nselect:0)
{damage}(nselect:1) 	 	 {erode, eat away, fret}(nselect:0)
{damage}(nselect:1) 	 	 {mutilate, mangle, cut up}(nselect:0)
{damage}(nselect:1) 	 	 {shatter}(nselect:0)
{damage}(nselect:1) 	 	 {mar, impair, spoil, deflower, vitiate}(nselect:0)
{damage}(nselect:1) 	 	 {whittle away, whittle down, wear away}(nselect:0)
{damage}(nselect:1) 	 	 {bang up, smash up, smash}(nselect:0)
{damage}(nselect:1) 	 	 {break}(nselect:1)
{change, alter, modify}(nselect:7) 	 	 {awaken, wake, waken, rouse, wake up, arouse}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {cause to sleep}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {affect}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {refresh, freshen, refreshen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {inseminate, fecundate, fertilize, fertilise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {cry}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {etiolate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {shade}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {brutalize, brutalise, animalize, animalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {convert}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {opalize, opalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {arterialize, arterialise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {counterchange, transpose, interchange}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {vascularize, vascularise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {decrepitate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {suburbanize, suburbanise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {revolutionize, revolutionise, overturn}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {etiolate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {barbarize, barbarise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {alkalinize, alkalinise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {mythologize, mythologise, mythicize, mythicise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {allegorize, allegorise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {demythologize, demythologise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {bring, land}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {coarsen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {affect, impact, bear upon, bear on, touch on, touch}(nselect:2)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {strike a blow}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {repercuss}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {tell on}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {redound}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {stimulate, excite}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {process, treat}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {hydrolize, hydrolise}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {tinge, color, colour, distort}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {queer, expose, scupper, endanger, peril}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {subject}(nselect:0)
{subject}(nselect:0) 	 	 {bacterize, bacterise}(nselect:0)
{subject}(nselect:0) 	 	 {vitriol}(nselect:0)
{subject}(nselect:0) 	 	 {put}(nselect:0)
{subject}(nselect:0) 	 	 {shipwreck}(nselect:0)
{subject}(nselect:0) 	 	 {refract}(nselect:0)
{subject}(nselect:0) 	 	 {expose}(nselect:0)
{subject}(nselect:0) 	 	 {incur}(nselect:0)
{subject}(nselect:0) 	 	 {expose}(nselect:1)
{expose}(nselect:1) 	 	 {ventilate}(nselect:0)
{expose}(nselect:1) 	 	 {sun, insolate, solarize, solarise}(nselect:0)
{expose}(nselect:1) 	 	 {air out, air, aerate}(nselect:0)
{expose}(nselect:1) 	 	 {overexpose}(nselect:0)
{expose}(nselect:1) 	 	 {underexpose}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {trouble, put out, inconvenience, disoblige, discommode, incommode, bother}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {influence, act upon, work}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {prejudice, prepossess}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {imprint, form}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {manipulate, pull strings, pull wires}(nselect:1)
{influence, act upon, work}(nselect:0) 	 	 {color, colour}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {swing, swing over}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {blackmail, blackjack, pressure}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {carry, persuade, sway}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {get at}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {fix}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {dominate}(nselect:0)
{influence, act upon, work}(nselect:0) 	 	 {militate}(nselect:1)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {slam-dunk}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:2) 	 	 {hit, strike}(nselect:2)
{change, alter, modify}(nselect:7) 	 	 {alchemize, alchemise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {alcoholize, alcoholise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {shape, form}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {round off, round down, round out, round}(nselect:0)
