Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:67)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {out}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {come out of the closet, out, come out}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {spring}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {betray, bewray}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {confide}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {leak}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {spill the beans, let the cat out of the bag, talk, tattle, blab, peach, babble, sing, babble out, blab out}(nselect:0)
{unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, break, give away, let out}(nselect:21) 	 	 {reveal}(nselect:0)
{inform}(nselect:44) 	 	 {tell, narrate, recount, recite}(nselect:1)
{tell, narrate, recount, recite}(nselect:1) 	 	 {crack}(nselect:0)
{tell, narrate, recount, recite}(nselect:1) 	 	 {yarn}(nselect:0)
{tell, narrate, recount, recite}(nselect:1) 	 	 {rhapsodize, rhapsodise}(nselect:0)
{tell, narrate, recount, recite}(nselect:1) 	 	 {relate}(nselect:1)
{inform}(nselect:44) 	 	 {narrate}(nselect:0)
{inform}(nselect:44) 	 	 {report, describe, account}(nselect:1)
{inform}(nselect:44) 	 	 {report}(nselect:0)
{inform}(nselect:44) 	 	 {report, cover}(nselect:1)
{inform}(nselect:44) 	 	 {announce, denote}(nselect:2)
{announce, denote}(nselect:2) 	 	 {denounce}(nselect:0)
{announce, denote}(nselect:2) 	 	 {meld}(nselect:0)
{announce, denote}(nselect:2) 	 	 {report}(nselect:0)
{announce, denote}(nselect:2) 	 	 {report}(nselect:2)
{announce, denote}(nselect:2) 	 	 {cry, blazon out}(nselect:0)
{announce, denote}(nselect:2) 	 	 {trump, trump out}(nselect:0)
{announce, denote}(nselect:2) 	 	 {blare out, blat out}(nselect:0)
{announce, denote}(nselect:2) 	 	 {call out}(nselect:0)
{announce, denote}(nselect:2) 	 	 {advertise, publicize, advertize, publicise}(nselect:0)
{announce, denote}(nselect:2) 	 	 {post}(nselect:0)
{announce, denote}(nselect:2) 	 	 {sound}(nselect:0)
{inform}(nselect:44) 	 	 {disabuse}(nselect:0)
{inform}(nselect:44) 	 	 {remonstrate, point out}(nselect:0)
{inform}(nselect:44) 	 	 {testify, bear witness, prove, evidence, show}(nselect:2)
{testify, bear witness, prove, evidence, show}(nselect:2) 	 	 {attest, certify, manifest, demonstrate, evidence}(nselect:4)
{attest, certify, manifest, demonstrate, evidence}(nselect:4) 	 	 {authenticate}(nselect:0)
{attest, certify, manifest, demonstrate, evidence}(nselect:4) 	 	 {reflect}(nselect:0)
{attest, certify, manifest, demonstrate, evidence}(nselect:4) 	 	 {reflect}(nselect:1)
{attest, certify, manifest, demonstrate, evidence}(nselect:4) 	 	 {notarize, notarise}(nselect:0)
{attest, certify, manifest, demonstrate, evidence}(nselect:4) 	 	 {condemn}(nselect:0)
{testify, bear witness, prove, evidence, show}(nselect:2) 	 	 {presume}(nselect:0)
{testify, bear witness, prove, evidence, show}(nselect:2) 	 	 {adduce, abduce, cite}(nselect:0)
{interact}(nselect:0) 	 	 {conspire, collude}(nselect:0)
{interact}(nselect:0) 	 	 {reach out}(nselect:0)
{interact}(nselect:0) 	 	 {patronize, patronise, condescend}(nselect:0)
{interact}(nselect:0) 	 	 {communicate}(nselect:0)
{interact}(nselect:0) 	 	 {manipulate, keep in line, control}(nselect:0)
{manipulate, keep in line, control}(nselect:0) 	 	 {handle}(nselect:0)
{manipulate, keep in line, control}(nselect:0) 	 	 {ingratiate}(nselect:0)
{manipulate, keep in line, control}(nselect:0) 	 	 {tease}(nselect:1)
{interact}(nselect:0) 	 	 {transact}(nselect:0)
{interact}(nselect:0) 	 	 {marginalize, marginalise}(nselect:0)
{interact}(nselect:0) 	 	 {combine}(nselect:0)
{interact}(nselect:0) 	 	 {have}(nselect:0)
{interact}(nselect:0) 	 	 {invite, pay for}(nselect:0)
{interact}(nselect:0) 	 	 {socialize, socialise}(nselect:0)
{socialize, socialise}(nselect:0) 	 	 {entertain}(nselect:0)
{entertain}(nselect:0) 	 	 {amuse, divert, disport}(nselect:0)
{entertain}(nselect:0) 	 	 {host}(nselect:5)
{host}(nselect:5) 	 	 {feast, banquet, junket}(nselect:0)
{host}(nselect:5) 	 	 {wine and dine}(nselect:0)
{host}(nselect:5) 	 	 {emcee, compere}(nselect:0)
{host}(nselect:5) 	 	 {do the honors}(nselect:0)
{interact}(nselect:0) 	 	 {get in touch, touch base, connect}(nselect:0)
{interact}(nselect:0) 	 	 {relate}(nselect:0)
{relate}(nselect:0) 	 	 {harmonize, harmonise}(nselect:0)
{relate}(nselect:0) 	 	 {oblige, bind, hold, obligate}(nselect:0)
{relate}(nselect:0) 	 	 {connect}(nselect:0)
{relate}(nselect:0) 	 	 {disrespect}(nselect:0)
{disrespect}(nselect:0) 	 	 {transgress, offend, infract, violate, go against, breach, break}(nselect:1)
{transgress, offend, infract, violate, go against, breach, break}(nselect:1) 	 	 {sin, transgress, trespass}(nselect:0)
{transgress, offend, infract, violate, go against, breach, break}(nselect:1) 	 	 {drop the ball, sin, blunder, boob, goof}(nselect:0)
{transgress, offend, infract, violate, go against, breach, break}(nselect:1) 	 	 {conflict, run afoul, infringe, contravene}(nselect:0)
{transgress, offend, infract, violate, go against, breach, break}(nselect:1) 	 	 {trespass}(nselect:0)
{transgress, offend, infract, violate, go against, breach, break}(nselect:1) 	 	 {trespass, intrude}(nselect:0)
{relate}(nselect:0) 	 	 {mesh}(nselect:0)
{relate}(nselect:0) 	 	 {get along with, get on with, get on, get along}(nselect:0)
{relate}(nselect:0) 	 	 {bind, tie, attach, bond}(nselect:0)
{relate}(nselect:0) 	 	 {take back}(nselect:1)
{interact}(nselect:0) 	 	 {treat, handle, do by}(nselect:4)
{treat, handle, do by}(nselect:4) 	 	 {wrong}(nselect:0)
{wrong}(nselect:0) 	 	 {victimize, victimise}(nselect:1)
{victimize, victimise}(nselect:1) 	 	 {deceive, lead on, delude, cozen}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {betray, sell}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {cheat, chisel}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {shill}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {flim-flam, play a joke on, play tricks, trick, fob, fox, pull a fast one on, play a trick on}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {cheat on, cheat, cuckold, betray, wander}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {hoax, pull someone's leg, play a joke on}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {ensnare, entrap, frame, set up}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {humbug}(nselect:0)
{deceive, lead on, delude, cozen}(nselect:0) 	 	 {fool, gull, befool}(nselect:2)
{victimize, victimise}(nselect:1) 	 	 {cheat, rip off, chisel}(nselect:0)
{wrong}(nselect:0) 	 	 {aggrieve}(nselect:0)
{wrong}(nselect:0) 	 	 {sandbag}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {mock, bemock}(nselect:1)
{mock, bemock}(nselect:1) 	 	 {tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, ride}(nselect:0)
{mock, bemock}(nselect:1) 	 	 {ridicule, roast, guy, blackguard, laugh at, jest at, rib, make fun, poke fun}(nselect:0)
{mock, bemock}(nselect:1) 	 	 {deride}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {ignore, disregard, snub, cut}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {handle with kid gloves}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {criminalize}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {nurse}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {strong-arm}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {ride roughshod, run roughshod}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {upstage}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {rough-house}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {brutalize, brutalise}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {do well by}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {gloss over, skate over, smooth over, slur over, skimp over}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {pamper, featherbed, cosset, cocker, baby, coddle, mollycoddle, spoil, indulge}(nselect:0)
{treat, handle, do by}(nselect:4) 	 	 {mistreat, maltreat, abuse, ill-use, step, ill-treat}(nselect:1)
{mistreat, maltreat, abuse, ill-use, step, ill-treat}(nselect:1) 	 	 {kick around}(nselect:0)
{interact}(nselect:0) 	 	 {fall all over}(nselect:0)
{interact}(nselect:0) 	 	 {intervene, step in, interfere, interpose}(nselect:2)
{intervene, step in, interfere, interpose}(nselect:2) 	 	 {meddle, tamper}(nselect:0)
{intervene, step in, interfere, interpose}(nselect:2) 	 	 {interlope}(nselect:0)
{interact}(nselect:0) 	 	 {consort, associate, affiliate, assort}(nselect:0)
{interact}(nselect:0) 	 	 {philander, womanize, womanise}(nselect:0)
{interact}(nselect:0) 	 	 {meet, gather, assemble, forgather, foregather}(nselect:5)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {group, aggroup}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {meet}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {congregate}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {hive}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {fort, fort up}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {convene}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {cluster, constellate, flock, clump}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {crowd, crowd together}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {converge}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {turn out}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {caucus}(nselect:0)
{meet, gather, assemble, forgather, foregather}(nselect:5) 	 	 {club}(nselect:0)
{act, move}(nselect:2) 	 	 {alternate, take turns}(nselect:0)
{act, move}(nselect:2) 	 	 {finish up, land up, fetch up, end up, wind up, finish}(nselect:2)
{act, move}(nselect:2) 	 	 {rush, hasten, hurry, look sharp, festinate}(nselect:1)
{act, move}(nselect:2) 	 	 {interrupt, disturb}(nselect:0)
{act, move}(nselect:2) 	 	 {react, respond}(nselect:5)
{react, respond}(nselect:5) 	 	 {accept, consent, go for}(nselect:1)
{accept, consent, go for}(nselect:1) 	 	 {permit, allow, let, countenance}(nselect:3)
{permit, allow, let, countenance}(nselect:3) 	 	 {authorize, authorise, pass, clear}(nselect:4)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {approbate}(nselect:0)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {certificate}(nselect:0)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {declare}(nselect:0)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {license, licence, certify}(nselect:0)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {commission}(nselect:0)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {validate, formalize, formalise}(nselect:2)
{validate, formalize, formalise}(nselect:2) 	 	 {sign, ratify}(nselect:0)
{validate, formalize, formalise}(nselect:2) 	 	 {co-sign, cosign}(nselect:0)
{validate, formalize, formalise}(nselect:2) 	 	 {probate}(nselect:0)
{authorize, authorise, pass, clear}(nselect:4) 	 	 {approve, O.K., okay, sanction}(nselect:16)
{approve, O.K., okay, sanction}(nselect:16) 	 	 {sanction}(nselect:0)
{approve, O.K., okay, sanction}(nselect:16) 	 	 {visa}(nselect:0)
{approve, O.K., okay, sanction}(nselect:16) 	 	 {back, endorse, indorse, plump for, plunk for, support}(nselect:1)
{back, endorse, indorse, plump for, plunk for, support}(nselect:1) 	 	 {guarantee, warrant}(nselect:0)
{back, endorse, indorse, plump for, plunk for, support}(nselect:1) 	 	 {champion, defend}(nselect:0)
{approve, O.K., okay, sanction}(nselect:16) 	 	 {confirm}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {digest, endure, stick out, stomach, bear, stand, tolerate, support, brook, abide, suffer, put up}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {furlough}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {give}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {allow, permit, tolerate}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {admit, let in, include}(nselect:1)
{admit, let in, include}(nselect:1) 	 	 {initiate, induct}(nselect:0)
{admit, let in, include}(nselect:1) 	 	 {readmit}(nselect:0)
{admit, let in, include}(nselect:1) 	 	 {involve}(nselect:3)
{involve}(nselect:3) 	 	 {embroil, tangle, sweep, sweep up, drag, drag in}(nselect:0)
{involve}(nselect:3) 	 	 {entangle, mire}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {privilege, favor, favour}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {legalize, legalise, decriminalize, decriminalise, legitimize, legitimise, legitimate, legitimatize, legitimatise}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {trust}(nselect:0)
{permit, allow, let, countenance}(nselect:3) 	 	 {admit, allow in, let in, intromit}(nselect:0)
{accept, consent, go for}(nselect:1) 	 	 {yield, give in, succumb, knuckle under, buckle under}(nselect:0)
{yield, give in, succumb, knuckle under, buckle under}(nselect:0) 	 	 {submit, bow, defer, accede, give in}(nselect:1)
{accept, consent, go for}(nselect:1) 	 	 {give}(nselect:0)
{accept, consent, go for}(nselect:1) 	 	 {agree}(nselect:0)
{accept, consent, go for}(nselect:1) 	 	 {settle}(nselect:0)
{accept, consent, go for}(nselect:1) 	 	 {contract in}(nselect:0)
{accept, consent, go for}(nselect:1) 	 	 {undertake, take in charge}(nselect:0)
{react, respond}(nselect:5) 	 	 {treat}(nselect:0)
{react, respond}(nselect:5) 	 	 {bristle}(nselect:0)
{react, respond}(nselect:5) 	 	 {flip, flip out}(nselect:0)
{react, respond}(nselect:5) 	 	 {overreact}(nselect:0)
{react, respond}(nselect:5) 	 	 {answer}(nselect:0)
{react, respond}(nselect:5) 	 	 {accept}(nselect:0)
{react, respond}(nselect:5) 	 	 {stool}(nselect:0)
{react, respond}(nselect:5) 	 	 {respond}(nselect:0)
{react, respond}(nselect:5) 	 	 {greet}(nselect:1)
{react, respond}(nselect:5) 	 	 {explode}(nselect:0)
{react, respond}(nselect:5) 	 	 {accept}(nselect:0)
{react, respond}(nselect:5) 	 	 {answer}(nselect:1)
{react, respond}(nselect:5) 	 	 {refuse, decline}(nselect:0)
{refuse, decline}(nselect:0) 	 	 {reject, spurn, freeze off, scorn, pooh-pooh, disdain, turn down}(nselect:0)
{refuse, decline}(nselect:0) 	 	 {contract out}(nselect:0)
{refuse, decline}(nselect:0) 	 	 {regret}(nselect:0)
{refuse, decline}(nselect:0) 	 	 {repudiate}(nselect:0)
{refuse, decline}(nselect:0) 	 	 {disobey}(nselect:1)
{disobey}(nselect:1) 	 	 {sit in}(nselect:0)
{disobey}(nselect:1) 	 	 {sabotage, undermine, countermine, counteract, subvert, weaken}(nselect:0)
{disobey}(nselect:1) 	 	 {resist, balk, baulk, jib}(nselect:1)
{react, respond}(nselect:5) 	 	 {wonder, marvel}(nselect:0)
{react, respond}(nselect:5) 	 	 {notice, acknowledge}(nselect:0)
{react, respond}(nselect:5) 	 	 {resist, reject, refuse}(nselect:0)
{act, move}(nselect:2) 	 	 {go ahead, plow ahead}(nselect:0)
{act, move}(nselect:2) 	 	 {force}(nselect:0)
{act, move}(nselect:2) 	 	 {create}(nselect:0)
{act, move}(nselect:2) 	 	 {come to the fore, step forward, come forward, step up, step to the fore, come out}(nselect:0)
{act, move}(nselect:2) 	 	 {reward, repay, pay back}(nselect:0)
{act, move}(nselect:2) 	 	 {satisfice, satisfise}(nselect:0)
{act, move}(nselect:2) 	 	 {maneuver, manoeuver, manoeuvre}(nselect:1)
{act, move}(nselect:2) 	 	 {dispatch}(nselect:0)
{act, move}(nselect:2) 	 	 {evade}(nselect:1)
{act, move}(nselect:2) 	 	 {race}(nselect:0)
{act, move}(nselect:2) 	 	 {use}(nselect:3)
{act, move}(nselect:2) 	 	 {play it by ear}(nselect:0)
{act, move}(nselect:2) 	 	 {play}(nselect:1)
{act, move}(nselect:2) 	 	 {deal}(nselect:2)
{act, move}(nselect:2) 	 	 {partner}(nselect:0)
{act, move}(nselect:2) 	 	 {exert}(nselect:0)
{act, move}(nselect:2) 	 	 {egotrip}(nselect:0)
{act, move}(nselect:2) 	 	 {reciprocate}(nselect:0)
{act, move}(nselect:2) 	 	 {go, proceed, move}(nselect:6)
{go, proceed, move}(nselect:6) 	 	 {work}(nselect:0)
{go, proceed, move}(nselect:6) 	 	 {venture, embark}(nselect:0)
{go, proceed, move}(nselect:6) 	 	 {steamroller, steamroll}(nselect:0)
{act, move}(nselect:2) 	 	 {come close}(nselect:0)
{act, move}(nselect:2) 	 	 {perform}(nselect:0)
{act, move}(nselect:2) 	 	 {make bold, dare, presume}(nselect:0)
{act, move}(nselect:2) 	 	 {prosecute, engage, pursue}(nselect:0)
{prosecute, engage, pursue}(nselect:0) 	 	 {close}(nselect:0)
{prosecute, engage, pursue}(nselect:0) 	 	 {politick}(nselect:0)
{prosecute, engage, pursue}(nselect:0) 	 	 {commit, practice}(nselect:1)
{act, move}(nselect:2) 	 	 {act on}(nselect:0)
{act, move}(nselect:2) 	 	 {react, oppose}(nselect:0)
{act, move}(nselect:2) 	 	 {take time by the forelock}(nselect:0)
{act, move}(nselect:2) 	 	 {coact}(nselect:0)
{act, move}(nselect:2) 	 	 {volunteer, offer}(nselect:0)
{act, move}(nselect:2) 	 	 {get around to}(nselect:0)
{act, move}(nselect:2) 	 	 {dally, toy, play, flirt}(nselect:0)
{act, move}(nselect:2) 	 	 {set about, go about, approach}(nselect:4)
{set about, go about, approach}(nselect:4) 	 	 {confront, face up, face}(nselect:4)
{confront, face up, face}(nselect:4) 	 	 {undertake, tackle, take on}(nselect:0)
{act, move}(nselect:2) 	 	 {participate, take part}(nselect:2)
{participate, take part}(nselect:2) 	 	 {partake in}(nselect:0)
{act, move}(nselect:2) 	 	 {misbehave, misconduct, misdemean}(nselect:0)
{act, move}(nselect:2) 	 	 {condescend, stoop, lower oneself}(nselect:0)
{act, move}(nselect:2) 	 	 {behave, acquit, bear, deport, conduct, comport, carry}(nselect:0)
{act, move}(nselect:2) 	 	 {behave, comport}(nselect:0)
{act, move}(nselect:2) 	 	 {try, seek, attempt, essay, assay}(nselect:24)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {take a dare, pick up the gauntlet}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {fight, struggle}(nselect:2)
{fight, struggle}(nselect:2) 	 	 {tug, labor, labour, push, drive}(nselect:0)
{fight, struggle}(nselect:2) 	 	 {flounder}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {have a go, give it a try}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {grope}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {endeavor, endeavour, strive}(nselect:1)
{endeavor, endeavour, strive}(nselect:1) 	 	 {struggle}(nselect:0)
{endeavor, endeavour, strive}(nselect:1) 	 	 {take pains, be at pains}(nselect:0)
{endeavor, endeavour, strive}(nselect:1) 	 	 {buck}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {give it a whirl, give it a try}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance}(nselect:5)
{gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance}(nselect:5) 	 	 {go for broke}(nselect:0)
{gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance}(nselect:5) 	 	 {luck it, luck through}(nselect:0)
{try, seek, attempt, essay, assay}(nselect:24) 	 	 {risk, put on the line, lay on the line}(nselect:0)
{act, move}(nselect:2) 	 	 {woo, court, romance, solicit}(nselect:0)
{act, move}(nselect:2) 	 	 {court}(nselect:0)
{act, move}(nselect:2) 	 	 {dare}(nselect:0)
{act, move}(nselect:2) 	 	 {effect}(nselect:0)
{act, move}(nselect:2) 	 	 {antagonize, antagonise, counteract}(nselect:0)
{act, move}(nselect:2) 	 	 {anticipate, foresee, forestall, counter}(nselect:3)
{act, move}(nselect:2) 	 	 {prosecute}(nselect:0)
{act, move}(nselect:2) 	 	 {perpetrate, commit, pull}(nselect:9)
{perpetrate, commit, pull}(nselect:9) 	 	 {make}(nselect:0)
{perpetrate, commit, pull}(nselect:9) 	 	 {recommit}(nselect:0)
{act, move}(nselect:2) 	 	 {rampage}(nselect:0)
{act, move}(nselect:2) 	 	 {cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {improvise, extemporize}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {fend}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {hack, cut}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {scrape along, scrape by, scratch along, squeak by, squeeze by, rub along}(nselect:0)
{cope, get by, make out, make do, contend, grapple, deal, manage}(nselect:1) 	 	 {meet, match, cope with}(nselect:1)
{act, move}(nselect:2) 	 	 {condescend, deign, descend}(nselect:0)
{act, move}(nselect:2) 	 	 {condescend}(nselect:0)
{act, move}(nselect:2) 	 	 {take care}(nselect:0)
{act, move}(nselect:2) 	 	 {lord it over, queen it over, put on airs, act superior}(nselect:0)
{act, move}(nselect:2) 	 	 {stampede}(nselect:0)
{act, move}(nselect:2) 	 	 {make a point, make sure}(nselect:1)
{act, move}(nselect:2) 	 	 {repeat, take over}(nselect:0)
{act, move}(nselect:2) 	 	 {surprise}(nselect:0)
{act, move}(nselect:2) 	 	 {sneak}(nselect:0)
{act, move}(nselect:2) 	 	 {play}(nselect:0)
{act, move}(nselect:2) 	 	 {take}(nselect:9)
{act, move}(nselect:2) 	 	 {guard}(nselect:0)
{act, move}(nselect:2) 	 	 {begin, start}(nselect:0)
{act, move}(nselect:2) 	 	 {go off half-cocked, go off at half-cock}(nselect:0)
{act, move}(nselect:2) 	 	 {wait, hold off, hold back}(nselect:6)
{wait, hold off, hold back}(nselect:6) 	 	 {delay}(nselect:0)
{delay}(nselect:0) 	 	 {postpone, prorogue, hold over, put over, table, shelve, set back, defer, remit, put off}(nselect:10)
{postpone, prorogue, hold over, put over, table, shelve, set back, defer, remit, put off}(nselect:10) 	 	 {call}(nselect:0)
{postpone, prorogue, hold over, put over, table, shelve, set back, defer, remit, put off}(nselect:10) 	 	 {hold}(nselect:0)
{postpone, prorogue, hold over, put over, table, shelve, set back, defer, remit, put off}(nselect:10) 	 	 {probate}(nselect:0)
{postpone, prorogue, hold over, put over, table, shelve, set back, defer, remit, put off}(nselect:10) 	 	 {reprieve, respite}(nselect:0)
{postpone, prorogue, hold over, put over, table, shelve, set back, defer, remit, put off}(nselect:10) 	 	 {suspend}(nselect:2)
{delay}(nselect:0) 	 	 {hesitate, pause}(nselect:0)
{delay}(nselect:0) 	 	 {procrastinate, stall, drag one's feet, drag one's heels, shillyshally, dilly-dally, dillydally}(nselect:0)
{delay}(nselect:0) 	 	 {procrastinate}(nselect:0)
{wait, hold off, hold back}(nselect:6) 	 	 {hold out}(nselect:0)
{act, move}(nselect:2) 	 	 {continue, go on, proceed, go along, keep}(nselect:28)
{continue, go on, proceed, go along, keep}(nselect:28) 	 	 {hold}(nselect:0)
{continue, go on, proceed, go along, keep}(nselect:28) 	 	 {run on, keep going}(nselect:0)
{continue, go on, proceed, go along, keep}(nselect:28) 	 	 {ride}(nselect:0)
{act, move}(nselect:2) 	 	 {do well, had best}(nselect:0)
{act, move}(nselect:2) 	 	 {continue}(nselect:0)
{act, move}(nselect:2) 	 	 {continue, persist in}(nselect:0)
{act, move}(nselect:2) 	 	 {attack, aggress}(nselect:3)
{attack, aggress}(nselect:3) 	 	 {check}(nselect:0)
{attack, aggress}(nselect:3) 	 	 {fork}(nselect:0)
{attack, aggress}(nselect:3) 	 	 {harass}(nselect:0)
{attack, aggress}(nselect:3) 	 	 {pin}(nselect:0)
{attack, aggress}(nselect:3) 	 	 {tackle}(nselect:2)
Verbo(nselect:0) 	 	 {change}(nselect:1)
{change}(nselect:1) 	 	 {change magnitude}(nselect:0)
{change magnitude}(nselect:0) 	 	 {increase}(nselect:10)
{increase}(nselect:10) 	 	 {accrue}(nselect:0)
{increase}(nselect:10) 	 	 {spike}(nselect:0)
{increase}(nselect:10) 	 	 {add to}(nselect:0)
{increase}(nselect:10) 	 	 {gain, gather}(nselect:1)
{increase}(nselect:10) 	 	 {explode, irrupt}(nselect:0)
{increase}(nselect:10) 	 	 {pyramid}(nselect:0)
{increase}(nselect:10) 	 	 {snowball}(nselect:0)
{increase}(nselect:10) 	 	 {accumulate, cumulate, conglomerate, pile up, gather, amass}(nselect:0)
{increase}(nselect:10) 	 	 {add}(nselect:7)
{add}(nselect:7) 	 	 {modify, qualify}(nselect:0)
{add}(nselect:7) 	 	 {gild the lily, paint the lily}(nselect:0)
{add}(nselect:7) 	 	 {adjoin}(nselect:0)
{add}(nselect:7) 	 	 {work in}(nselect:0)
{add}(nselect:7) 	 	 {add on}(nselect:0)
{add}(nselect:7) 	 	 {include}(nselect:3)
{add}(nselect:7) 	 	 {mix, mix in}(nselect:0)
{add}(nselect:7) 	 	 {put on}(nselect:0)
{add}(nselect:7) 	 	 {butylate}(nselect:0)
{add}(nselect:7) 	 	 {put on}(nselect:0)
{add}(nselect:7) 	 	 {inject}(nselect:0)
{add}(nselect:7) 	 	 {welt}(nselect:0)
{add}(nselect:7) 	 	 {intercalate}(nselect:0)
{add}(nselect:7) 	 	 {punctuate, mark}(nselect:0)
{add}(nselect:7) 	 	 {concatenate}(nselect:0)
{add}(nselect:7) 	 	 {string, string up}(nselect:0)
{add}(nselect:7) 	 	 {compound, combine}(nselect:0)
{add}(nselect:7) 	 	 {milk}(nselect:0)
{add}(nselect:7) 	 	 {fortify}(nselect:0)
{add}(nselect:7) 	 	 {stud}(nselect:0)
{add}(nselect:7) 	 	 {button}(nselect:0)
{add}(nselect:7) 	 	 {enrich}(nselect:1)
{enrich}(nselect:1) 	 	 {feather one's nest}(nselect:0)
{add}(nselect:7) 	 	 {supplement}(nselect:0)
{increase}(nselect:10) 	 	 {intensify, deepen}(nselect:0)
{increase}(nselect:10) 	 	 {grow}(nselect:0)
{grow}(nselect:0) 	 	 {hypertrophy}(nselect:0)
{grow}(nselect:0) 	 	 {enlarge}(nselect:0)
{enlarge}(nselect:0) 	 	 {magnify, amplify}(nselect:2)
