Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:5)
{be}(nselect:138) 	 	 {jumble, mingle}(nselect:0)
{be}(nselect:138) 	 	 {promise}(nselect:0)
{be}(nselect:138) 	 	 {accept, take}(nselect:0)
{be}(nselect:138) 	 	 {clean}(nselect:0)
{be}(nselect:138) 	 	 {draw}(nselect:0)
{be}(nselect:138) 	 	 {wash}(nselect:0)
{be}(nselect:138) 	 	 {balance}(nselect:0)
{be}(nselect:138) 	 	 {hail, come}(nselect:0)
{be}(nselect:138) 	 	 {act}(nselect:0)
{be}(nselect:138) 	 	 {test}(nselect:0)
{be}(nselect:138) 	 	 {seem}(nselect:0)
{be}(nselect:138) 	 	 {answer}(nselect:0)
{be}(nselect:138) 	 	 {beat}(nselect:0)
{be}(nselect:138) 	 	 {hold}(nselect:0)
{be}(nselect:138) 	 	 {count}(nselect:0)
{be}(nselect:138) 	 	 {contain}(nselect:0)
{be}(nselect:138) 	 	 {connect}(nselect:0)
{be}(nselect:138) 	 	 {sell}(nselect:0)
{be}(nselect:138) 	 	 {sell}(nselect:0)
{be}(nselect:138) 	 	 {kill}(nselect:0)
{be}(nselect:138) 	 	 {make}(nselect:0)
{be}(nselect:138) 	 	 {deck, adorn, decorate, grace, embellish, beautify}(nselect:0)
{be}(nselect:138) 	 	 {consist}(nselect:0)
{be}(nselect:138) 	 	 {work}(nselect:0)
{be}(nselect:138) 	 	 {lubricate}(nselect:0)
{be}(nselect:138) 	 	 {breathe}(nselect:0)
{be}(nselect:138) 	 	 {trim}(nselect:0)
{be}(nselect:138) 	 	 {swing}(nselect:0)
{be}(nselect:138) 	 	 {osculate}(nselect:0)
{be}(nselect:138) 	 	 {retard}(nselect:0)
{be}(nselect:138) 	 	 {transplant}(nselect:0)
{be}(nselect:138) 	 	 {cohere}(nselect:0)
{be}(nselect:138) 	 	 {object}(nselect:0)
{be}(nselect:138) 	 	 {stick}(nselect:0)
{be}(nselect:138) 	 	 {recognize}(nselect:0)
{be}(nselect:138) 	 	 {distribute}(nselect:0)
{be}(nselect:138) 	 	 {put out}(nselect:0)
{be}(nselect:138) 	 	 {bake, broil}(nselect:0)
{be}(nselect:138) 	 	 {swim, drown}(nselect:0)
{be}(nselect:138) 	 	 {swim}(nselect:0)
{be}(nselect:138) 	 	 {belong}(nselect:0)
Verbo(nselect:0) 	 	 {change, alter, modify}(nselect:1)
{change, alter, modify}(nselect:1) 	 	 {indispose}(nselect:0)
{indispose}(nselect:0) 	 	 {hurt}(nselect:0)
{hurt}(nselect:0) 	 	 {trouble, ail, pain}(nselect:0)
{hurt}(nselect:0) 	 	 {disagree with}(nselect:0)
{hurt}(nselect:0) 	 	 {injure, wound}(nselect:10)
{injure, wound}(nselect:10) 	 	 {trample}(nselect:0)
{injure, wound}(nselect:10) 	 	 {concuss}(nselect:0)
{injure, wound}(nselect:10) 	 	 {calk}(nselect:0)
{injure, wound}(nselect:10) 	 	 {torture, excruciate, torment}(nselect:0)
{injure, wound}(nselect:10) 	 	 {pull, overstretch}(nselect:0)
{injure, wound}(nselect:10) 	 	 {traumatize, traumatise, shock}(nselect:0)
{injure, wound}(nselect:10) 	 	 {maim}(nselect:0)
{injure, wound}(nselect:10) 	 	 {twist, sprain, wrench, turn, wrick, rick}(nselect:0)
{injure, wound}(nselect:10) 	 	 {subluxate}(nselect:0)
{injure, wound}(nselect:10) 	 	 {disable, invalid, incapacitate, handicap}(nselect:0)
{injure, wound}(nselect:10) 	 	 {harm}(nselect:0)
{injure, wound}(nselect:10) 	 	 {run down, run over}(nselect:0)
{injure, wound}(nselect:10) 	 	 {fracture, break}(nselect:0)
{injure, wound}(nselect:10) 	 	 {shoot, hit, pip}(nselect:7)
{shoot, hit, pip}(nselect:7) 	 	 {gun down}(nselect:0)
{shoot, hit, pip}(nselect:7) 	 	 {grass}(nselect:0)
{shoot, hit, pip}(nselect:7) 	 	 {kneecap}(nselect:0)
{injure, wound}(nselect:10) 	 	 {knife, stab}(nselect:0)
{injure, wound}(nselect:10) 	 	 {skin, scrape}(nselect:0)
{injure, wound}(nselect:10) 	 	 {bruise, contuse}(nselect:0)
{injure, wound}(nselect:10) 	 	 {graze}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {awaken, wake, waken, rouse, wake up, arouse}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {cause to sleep}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {affect}(nselect:1)
{affect}(nselect:1) 	 	 {attack}(nselect:0)
{affect}(nselect:1) 	 	 {ulcerate}(nselect:0)
{affect}(nselect:1) 	 	 {sedate, calm, tranquilize, tranquillize, tranquillise}(nselect:0)
{affect}(nselect:1) 	 	 {stimulate, arouse, brace, energize, energise, perk up}(nselect:0)
{affect}(nselect:1) 	 	 {tense, strain, tense up}(nselect:0)
{affect}(nselect:1) 	 	 {relax, unstrain, unlax, loosen up, unwind, make relaxed}(nselect:0)
{affect}(nselect:1) 	 	 {cramp}(nselect:0)
{affect}(nselect:1) 	 	 {jaundice}(nselect:0)
{affect}(nselect:1) 	 	 {register}(nselect:0)
{affect}(nselect:1) 	 	 {intoxicate, soak, inebriate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {refresh, freshen, refreshen}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {inseminate, fecundate, fertilize, fertilise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {cry}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {etiolate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {shade}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {brutalize, brutalise, animalize, animalise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {convert}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {opalize, opalise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {arterialize, arterialise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {make, get}(nselect:0)
{make, get}(nselect:0) 	 	 {render}(nselect:0)
{make, get}(nselect:0) 	 	 {leave}(nselect:3)
{make, get}(nselect:0) 	 	 {get, let, have}(nselect:2)
{change, alter, modify}(nselect:1) 	 	 {counterchange, transpose, interchange}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {vascularize, vascularise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {decrepitate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {suburbanize, suburbanise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {revolutionize, revolutionise, overturn}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {etiolate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {barbarize, barbarise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {alkalinize, alkalinise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {mythologize, mythologise, mythicize, mythicise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {allegorize, allegorise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {demythologize, demythologise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {bring, land}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {coarsen}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {affect, impact, bear upon, bear on, touch on, touch}(nselect:4)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {strike a blow}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {repercuss}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {tell on}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {redound}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {stimulate, excite}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {process, treat}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {hydrolize, hydrolise}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {tinge, color, colour, distort}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {queer, expose, scupper, endanger, peril}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {hit, strike}(nselect:19)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {subject}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {trouble, put out, inconvenience, disoblige, discommode, incommode, bother}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {influence, act upon, work}(nselect:1)
{influence, act upon, work}(nselect:1) 	 	 {prejudice, prepossess}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {imprint, form}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {militate}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {manipulate, pull strings, pull wires}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {color, colour}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {swing, swing over}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {blackmail, blackjack, pressure}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {carry, persuade, sway}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {get at}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {fix}(nselect:0)
{influence, act upon, work}(nselect:1) 	 	 {dominate}(nselect:0)
{affect, impact, bear upon, bear on, touch on, touch}(nselect:4) 	 	 {slam-dunk}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {alchemize, alchemise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {alcoholize, alcoholise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {shape, form}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {round off, round down, round out, round}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {suspend}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {sober}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {reconstruct}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {increase}(nselect:0)
{increase}(nselect:0) 	 	 {extend, stretch}(nselect:0)
{increase}(nselect:0) 	 	 {augment}(nselect:0)
{increase}(nselect:0) 	 	 {build up}(nselect:0)
{increase}(nselect:0) 	 	 {enlarge}(nselect:0)
{increase}(nselect:0) 	 	 {up}(nselect:0)
{increase}(nselect:0) 	 	 {raise}(nselect:1)
{raise}(nselect:1) 	 	 {bump up}(nselect:0)
{increase}(nselect:0) 	 	 {blow up, enlarge, magnify}(nselect:0)
{increase}(nselect:0) 	 	 {multiply, manifold}(nselect:0)
{increase}(nselect:0) 	 	 {build up, work up, build, ramp up}(nselect:0)
{increase}(nselect:0) 	 	 {inflate, blow up, expand, amplify}(nselect:0)
{increase}(nselect:0) 	 	 {escalate, intensify, step up}(nselect:0)
{increase}(nselect:0) 	 	 {boost}(nselect:0)
{increase}(nselect:0) 	 	 {lengthen}(nselect:0)
{increase}(nselect:0) 	 	 {regenerate}(nselect:0)
{increase}(nselect:0) 	 	 {maximize, maximise}(nselect:0)
{increase}(nselect:0) 	 	 {heighten}(nselect:0)
{increase}(nselect:0) 	 	 {heighten, rise}(nselect:0)
{increase}(nselect:0) 	 	 {rev up, rev}(nselect:0)
{increase}(nselect:0) 	 	 {rev up, step up}(nselect:0)
{increase}(nselect:0) 	 	 {boost, advance, supercharge}(nselect:0)
{increase}(nselect:0) 	 	 {kite}(nselect:0)
{increase}(nselect:0) 	 	 {widen, broaden, extend}(nselect:1)
{widen, broaden, extend}(nselect:1) 	 	 {broaden}(nselect:0)
{widen, broaden, extend}(nselect:1) 	 	 {territorialize, territorialise}(nselect:0)
{widen, broaden, extend}(nselect:1) 	 	 {globalize, globalise}(nselect:0)
{widen, broaden, extend}(nselect:1) 	 	 {stretch}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {ease up, ease off, let up}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {assimilate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {dissimilate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {commute, convert, exchange}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {vitalize, vitalise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {unclutter, clear}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {activate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {activate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {activate, aerate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {activate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {inactivate, deactivate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {deaden, blunt}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {remodel, reconstruct, redo}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {edit, redact}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {edit, cut, edit out}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {tame, chasten, subdue}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {chasten, moderate, temper}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {better, improve, amend, ameliorate, meliorate}(nselect:1)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {relieve, alleviate, palliate, assuage}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {help, aid}(nselect:0)
{help, aid}(nselect:0) 	 	 {bring around, cure, heal}(nselect:0)
{help, aid}(nselect:0) 	 	 {benefit, do good}(nselect:1)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {regenerate, revitalize}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {enrich}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {build up, develop}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {turn around}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {help}(nselect:1)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {upgrade}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {condition}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {emend}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {iron out, straighten out, put right}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {enhance}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:0) 	 	 {fill}(nselect:0)
{fill}(nselect:0) 	 	 {close, fill up}(nselect:0)
{close, fill up}(nselect:0) 	 	 {plug, stop up, secure}(nselect:0)
{close, fill up}(nselect:0) 	 	 {coapt, conglutinate}(nselect:0)
{close, fill up}(nselect:0) 	 	 {seal}(nselect:1)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {reform}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {reform}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {fancify, beautify, embellish, prettify}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {build}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {perfect, hone}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {polish, refine, fine-tune, down}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {purify, sublimate, make pure, distill}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {fructify}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {raise, lift}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {advance}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {upgrade}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {educate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {worsen, aggravate, exacerbate, exasperate}(nselect:2)
{worsen, aggravate, exacerbate, exasperate}(nselect:2) 	 	 {irritate}(nselect:0)
{worsen, aggravate, exacerbate, exasperate}(nselect:2) 	 	 {inflame}(nselect:0)
{worsen, aggravate, exacerbate, exasperate}(nselect:2) 	 	 {degrade, cheapen}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {wet}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {dry, dry out}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {lubricate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {strengthen, beef up, fortify}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {vitalize, vitalise}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {ruggedize, ruggedise}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {substantiate}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {restrengthen}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {undergird, brace up}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {confirm}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {buttress}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {brace, steady, stabilize, stabilise}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {batten}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {batten, batten down, secure}(nselect:0)
{strengthen, beef up, fortify}(nselect:0) 	 	 {reinforce, reenforce}(nselect:1)
{reinforce, reenforce}(nselect:1) 	 	 {buttress}(nselect:0)
{reinforce, reenforce}(nselect:1) 	 	 {line}(nselect:0)
{reinforce, reenforce}(nselect:1) 	 	 {bolster, bolster up}(nselect:0)
{reinforce, reenforce}(nselect:1) 	 	 {mine}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {spike, lace, fortify}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {weaken}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {blunt}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {oxidize, oxidise, oxidate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {unite, unify, merge}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {age}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {ripen, mature}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {antique, antiquate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {antiquate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {develop, make grow}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {soften}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {damage}(nselect:2)
{damage}(nselect:2) 	 	 {burn}(nselect:0)
{damage}(nselect:2) 	 	 {frost}(nselect:0)
{damage}(nselect:2) 	 	 {bilge}(nselect:0)
{damage}(nselect:2) 	 	 {break}(nselect:0)
{damage}(nselect:2) 	 	 {total}(nselect:0)
{damage}(nselect:2) 	 	 {bruise}(nselect:0)
{damage}(nselect:2) 	 	 {disturb}(nselect:0)
{damage}(nselect:2) 	 	 {afflict, smite}(nselect:0)
{damage}(nselect:2) 	 	 {hurt, injure}(nselect:0)
{damage}(nselect:2) 	 	 {impair}(nselect:0)
{damage}(nselect:2) 	 	 {flaw, blemish}(nselect:0)
{damage}(nselect:2) 	 	 {corrode, eat, rust}(nselect:0)
{damage}(nselect:2) 	 	 {erode, eat away, fret}(nselect:0)
{damage}(nselect:2) 	 	 {mutilate, mangle, cut up}(nselect:0)
{damage}(nselect:2) 	 	 {shatter}(nselect:0)
{damage}(nselect:2) 	 	 {mar, impair, spoil, deflower, vitiate}(nselect:0)
{damage}(nselect:2) 	 	 {whittle away, whittle down, wear away}(nselect:0)
{damage}(nselect:2) 	 	 {bang up, smash up, smash}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {ossify}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {acerbate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {stabilize, stabilise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {destabilize, destabilise}(nselect:1)
{change, alter, modify}(nselect:1) 	 	 {sensitize, sensitise, sensify, sensibilize, sensibilise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {desensitize, desensitise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {habituate, accustom}(nselect:1)
{habituate, accustom}(nselect:1) 	 	 {inure, harden, indurate}(nselect:0)
{habituate, accustom}(nselect:1) 	 	 {teach}(nselect:0)
{habituate, accustom}(nselect:1) 	 	 {addict, hook}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {disorder, disarray}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {discolor}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {color, colorize, colorise, colourise, colourize, colour, color in, colour in}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {stain}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {hue}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {uglify}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {untune}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {adjust, set, correct}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {set}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {disqualify, unfit, indispose}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {domesticate, domesticize, domesticise, reclaim, tame}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {widen}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {dehydrogenate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {hydrogenate}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {oxygenize, oxygenise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {darken}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {brighten, lighten up, lighten}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {blur, blear}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {obscure, bedim, overcloud}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {obscure, blot out, obliterate, veil, hide}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {cook}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {slenderize, slenderise}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {crack}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {dissolve, dismiss}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {end, terminate}(nselect:0)
{end, terminate}(nselect:0) 	 	 {break, break off, discontinue, stop}(nselect:0)
{break, break off, discontinue, stop}(nselect:0) 	 	 {fracture}(nselect:0)
{break, break off, discontinue, stop}(nselect:0) 	 	 {bog down, bog}(nselect:0)
{break, break off, discontinue, stop}(nselect:0) 	 	 {interrupt, disrupt, break up, cut off}(nselect:3)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {cut, cut off}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {punctuate}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {break}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {put away, put aside}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {pause, intermit, break}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {chime in, cut in, put in, butt in, chisel in, barge in, break in}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {burst in on, burst upon}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {heckle}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {interject, come in, interpose, put in, throw in, inject}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {jam, block}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {stop, stop over}(nselect:0)
{interrupt, disrupt, break up, cut off}(nselect:3) 	 	 {take off, take time off}(nselect:0)
{end, terminate}(nselect:0) 	 	 {close out}(nselect:0)
{end, terminate}(nselect:0) 	 	 {finish}(nselect:0)
{end, terminate}(nselect:0) 	 	 {abort}(nselect:0)
{end, terminate}(nselect:0) 	 	 {culminate}(nselect:0)
{end, terminate}(nselect:0) 	 	 {lift, raise}(nselect:0)
{end, terminate}(nselect:0) 	 	 {ax, axe}(nselect:0)
{end, terminate}(nselect:0) 	 	 {stamp out, kill}(nselect:0)
{end, terminate}(nselect:0) 	 	 {dissolve, break up}(nselect:0)
{end, terminate}(nselect:0) 	 	 {dissolve, break up}(nselect:0)
{end, terminate}(nselect:0) 	 	 {interrupt, break}(nselect:1)
{interrupt, break}(nselect:1) 	 	 {hold on, stop}(nselect:0)
{interrupt, break}(nselect:1) 	 	 {cut short, break short, break off}(nselect:0)
{interrupt, break}(nselect:1) 	 	 {freeze, suspend}(nselect:1)
{end, terminate}(nselect:0) 	 	 {stub out, crush out, extinguish, press out}(nselect:0)
{end, terminate}(nselect:0) 	 	 {finalize, finalise, settle, nail down}(nselect:0)
{end, terminate}(nselect:0) 	 	 {closure, cloture}(nselect:0)
{end, terminate}(nselect:0) 	 	 {decide, settle, resolve, adjudicate}(nselect:0)
{end, terminate}(nselect:0) 	 	 {conclude}(nselect:2)
{conclude}(nselect:2) 	 	 {perorate}(nselect:0)
{end, terminate}(nselect:0) 	 	 {close}(nselect:0)
{end, terminate}(nselect:0) 	 	 {phase out}(nselect:0)
{end, terminate}(nselect:0) 	 	 {close}(nselect:0)
{end, terminate}(nselect:0) 	 	 {complete, finish}(nselect:4)
{complete, finish}(nselect:4) 	 	 {close}(nselect:0)
{complete, finish}(nselect:4) 	 	 {top, top off}(nselect:0)
{complete, finish}(nselect:4) 	 	 {get through, wrap up, finish off, mop up, polish off, clear up, finish up}(nselect:0)
{complete, finish}(nselect:4) 	 	 {see through}(nselect:0)
{complete, finish}(nselect:4) 	 	 {round out, finish out}(nselect:0)
{complete, finish}(nselect:4) 	 	 {follow through, follow up, follow out, carry out, implement, put through, go through}(nselect:0)
{complete, finish}(nselect:4) 	 	 {carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {demist, defog}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {condense, concentrate, contract}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {cool, chill, cool down}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {heat, heat up}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {warm}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {boil}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {freeze}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {blister}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {switch, change over, shift}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {transpose}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {convert, change over}(nselect:1)
{convert, change over}(nselect:1) 	 	 {transduce}(nselect:0)
{convert, change over}(nselect:1) 	 	 {metricize, metricise, metrify, metricate}(nselect:0)
{convert, change over}(nselect:1) 	 	 {decimalize, decimalise}(nselect:0)
{convert, change over}(nselect:1) 	 	 {float}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {transform}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {transform}(nselect:0)
{change, alter, modify}(nselect:1) 	 	 {transform}(nselect:0)
