root(nselect:0) 	 	 Verbo(nselect:0)
{group action}(nselect:0) 	 	 {submission, compliance}(nselect:0)
{group action}(nselect:0) 	 	 {resistance}(nselect:0)
{group action}(nselect:0) 	 	 {nonresistance}(nselect:0)
{group action}(nselect:0) 	 	 {due process, due process of law}(nselect:0)
{group action}(nselect:0) 	 	 {action}(nselect:0)
{group action}(nselect:0) 	 	 {legalization, legalisation, legitimation}(nselect:0)
{group action}(nselect:0) 	 	 {separation}(nselect:0)
{group action}(nselect:0) 	 	 {integration, integrating, desegregation}(nselect:0)
{group action}(nselect:0) 	 	 {cooperation}(nselect:0)
{group action}(nselect:0) 	 	 {brainstorming}(nselect:0)
{group action}(nselect:0) 	 	 {assembly, assemblage, gathering}(nselect:0)
{group action}(nselect:0) 	 	 {attendance, attending}(nselect:0)
{group action}(nselect:0) 	 	 {nonattendance}(nselect:0)
{group action}(nselect:0) 	 	 {return, paying back, getting even}(nselect:0)
{group action}(nselect:0) 	 	 {democratization, democratisation}(nselect:0)
{group action}(nselect:0) 	 	 {engagement, participation, involvement, involution}(nselect:0)
{group action}(nselect:0) 	 	 {non-engagement, nonparticipation, non-involvement}(nselect:0)
{group action}(nselect:0) 	 	 {ethnic cleansing}(nselect:0)
{group action}(nselect:0) 	 	 {socialization, socialisation}(nselect:0)
{group action}(nselect:0) 	 	 {competition, contention, rivalry}(nselect:2)
{competition, contention, rivalry}(nselect:2) 	 	 {contest}(nselect:0)
{event}(nselect:0) 	 	 {happening, occurrence, occurrent, natural event}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {case, instance, example}(nselect:0)
{case, instance, example}(nselect:0) 	 	 {humiliation, mortification}(nselect:0)
{case, instance, example}(nselect:0) 	 	 {piece, bit}(nselect:0)
{case, instance, example}(nselect:0) 	 	 {time, clip}(nselect:10)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {beginning}(nselect:0)
{beginning}(nselect:0) 	 	 {start}(nselect:0)
{start}(nselect:0) 	 	 {adrenarche}(nselect:0)
{start}(nselect:0) 	 	 {menarche}(nselect:0)
{start}(nselect:0) 	 	 {thelarche}(nselect:0)
{start}(nselect:0) 	 	 {onset, oncoming}(nselect:0)
{start}(nselect:0) 	 	 {dawn, morning}(nselect:0)
{start}(nselect:0) 	 	 {flying start, running start}(nselect:0)
{start}(nselect:0) 	 	 {opener}(nselect:0)
{start}(nselect:0) 	 	 {alpha}(nselect:0)
{start}(nselect:0) 	 	 {kickoff, send-off, start-off}(nselect:0)
{start}(nselect:0) 	 	 {racing start}(nselect:0)
{start}(nselect:0) 	 	 {opening, opening night, curtain raising}(nselect:4)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {ending, conclusion, finish}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {end, last, final stage}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {result, resultant, final result, outcome, termination}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {denouement}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {deal}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {decision}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {consequence, aftermath}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {poetic justice, just deserts}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {separation}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {sequel, subsequence}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {worst}(nselect:0)
{result, resultant, final result, outcome, termination}(nselect:0) 	 	 {decision}(nselect:4)
{ending, conclusion, finish}(nselect:0) 	 	 {foregone conclusion, matter of course}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {destruction, demolition, wipeout}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {omega, Z}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {stop, halt}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {defeat, licking}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {victory, triumph}(nselect:13)
{victory, triumph}(nselect:13) 	 	 {win}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {fall, pin}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {independence}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {landslide}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {last laugh}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {Pyrrhic victory}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {slam, sweep}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {checkmate}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {runaway, blowout, romp, laugher, shoo-in, walkaway}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {service break}(nselect:0)
{victory, triumph}(nselect:13) 	 	 {walk-in, waltz}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {success}(nselect:0)
{success}(nselect:0) 	 	 {barnburner}(nselect:0)
{success}(nselect:0) 	 	 {Godspeed}(nselect:0)
{success}(nselect:0) 	 	 {bite}(nselect:0)
{success}(nselect:0) 	 	 {victory, triumph}(nselect:5)
{victory, triumph}(nselect:5) 	 	 {win}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {fall, pin}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {independence}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {landslide}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {last laugh}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {Pyrrhic victory}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {slam, sweep}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {checkmate}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {runaway, blowout, romp, laugher, shoo-in, walkaway}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {service break}(nselect:0)
{victory, triumph}(nselect:5) 	 	 {walk-in, waltz}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {periodic event, recurrent event}(nselect:0)
{periodic event, recurrent event}(nselect:0) 	 	 {repeat, repetition}(nselect:0)
{repeat, repetition}(nselect:0) 	 	 {sequence}(nselect:0)
{repeat, repetition}(nselect:0) 	 	 {cycle}(nselect:0)
{repeat, repetition}(nselect:0) 	 	 {replay, rematch}(nselect:0)
{repeat, repetition}(nselect:0) 	 	 {recurrence, return}(nselect:4)
{recurrence, return}(nselect:4) 	 	 {atavism, reversion, throwback}(nselect:0)
{recurrence, return}(nselect:4) 	 	 {flashback}(nselect:0)
{event}(nselect:0) 	 	 {social event}(nselect:0)
{social event}(nselect:0) 	 	 {contest, competition}(nselect:19)
{contest, competition}(nselect:19) 	 	 {game}(nselect:24)
{game}(nselect:24) 	 	 {away game, road game}(nselect:0)
{game}(nselect:24) 	 	 {home game}(nselect:0)
{game}(nselect:24) 	 	 {exhibition game, practice game}(nselect:0)
{game}(nselect:24) 	 	 {nightcap}(nselect:0)
{game}(nselect:24) 	 	 {twin bill, doubleheader, double feature}(nselect:0)
{game}(nselect:24) 	 	 {playoff game}(nselect:0)
{game}(nselect:24) 	 	 {cup tie}(nselect:0)
{contest, competition}(nselect:19) 	 	 {athletic contest, athletic competition, athletics}(nselect:0)
{contest, competition}(nselect:19) 	 	 {bout}(nselect:0)
{contest, competition}(nselect:19) 	 	 {chicken}(nselect:0)
{contest, competition}(nselect:19) 	 	 {cliffhanger}(nselect:0)
{contest, competition}(nselect:19) 	 	 {dogfight}(nselect:0)
{contest, competition}(nselect:19) 	 	 {race}(nselect:0)
{race}(nselect:0) 	 	 {automobile race, auto race, car race}(nselect:0)
{race}(nselect:0) 	 	 {bicycle race}(nselect:0)
{race}(nselect:0) 	 	 {boat race}(nselect:0)
{race}(nselect:0) 	 	 {burnup}(nselect:0)
{race}(nselect:0) 	 	 {chariot race}(nselect:0)
{race}(nselect:0) 	 	 {dog racing}(nselect:0)
{race}(nselect:0) 	 	 {footrace, foot race, run}(nselect:0)
{race}(nselect:0) 	 	 {freestyle}(nselect:0)
{race}(nselect:0) 	 	 {cross country}(nselect:0)
{race}(nselect:0) 	 	 {heat}(nselect:0)
{race}(nselect:0) 	 	 {horse race}(nselect:0)
{race}(nselect:0) 	 	 {potato race}(nselect:0)
{race}(nselect:0) 	 	 {sack race}(nselect:0)
{race}(nselect:0) 	 	 {scratch race}(nselect:0)
{race}(nselect:0) 	 	 {ski race, skiing race}(nselect:0)
{race}(nselect:0) 	 	 {repechage}(nselect:0)
{race}(nselect:0) 	 	 {relay, relay race}(nselect:14)
{relay, relay race}(nselect:14) 	 	 {torch race}(nselect:0)
{contest, competition}(nselect:19) 	 	 {tournament, tourney}(nselect:0)
{contest, competition}(nselect:19) 	 	 {playoff}(nselect:0)
{contest, competition}(nselect:19) 	 	 {series}(nselect:0)
{contest, competition}(nselect:19) 	 	 {field trial}(nselect:0)
{contest, competition}(nselect:19) 	 	 {match}(nselect:4)
{match}(nselect:4) 	 	 {boxing match}(nselect:0)
{match}(nselect:4) 	 	 {chess match}(nselect:0)
{match}(nselect:4) 	 	 {cockfight}(nselect:0)
{match}(nselect:4) 	 	 {cricket match}(nselect:0)
{match}(nselect:4) 	 	 {diving, diving event}(nselect:0)
{match}(nselect:4) 	 	 {field event}(nselect:0)
{match}(nselect:4) 	 	 {final}(nselect:8)
{final}(nselect:8) 	 	 {cup final}(nselect:0)
{match}(nselect:4) 	 	 {quarterfinal}(nselect:0)
{match}(nselect:4) 	 	 {semifinal, semi}(nselect:0)
{match}(nselect:4) 	 	 {swimming event}(nselect:0)
{match}(nselect:4) 	 	 {tennis match}(nselect:0)
{match}(nselect:4) 	 	 {test match, match game, matched game}(nselect:0)
{match}(nselect:4) 	 	 {wrestling match}(nselect:0)
{contest, competition}(nselect:19) 	 	 {tournament}(nselect:0)
{contest, competition}(nselect:19) 	 	 {race}(nselect:0)
{contest, competition}(nselect:19) 	 	 {spelling bee, spelldown, spelling contest}(nselect:0)
{contest, competition}(nselect:19) 	 	 {trial}(nselect:0)
{contest, competition}(nselect:19) 	 	 {championship}(nselect:5)
{social event}(nselect:0) 	 	 {show}(nselect:0)
{social event}(nselect:0) 	 	 {affair, occasion, social occasion, function, social function}(nselect:0)
{psychological feature}(nselect:0) 	 	 {cognition, knowledge, noesis}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {information}(nselect:0)
{information}(nselect:0) 	 	 {datum, data point}(nselect:0)
{datum, data point}(nselect:0) 	 	 {reading, meter reading, indication}(nselect:0)
{reading, meter reading, indication}(nselect:0) 	 	 {miles per hour, mph}(nselect:0)
{reading, meter reading, indication}(nselect:0) 	 	 {clock time, time}(nselect:5)
{clock time, time}(nselect:5) 	 	 {spacecraft clock time, SCLK}(nselect:0)
{clock time, time}(nselect:5) 	 	 {prime time}(nselect:0)
{clock time, time}(nselect:5) 	 	 {hour, time of day}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {content, cognitive content, mental object}(nselect:0)
{content, cognitive content, mental object}(nselect:0) 	 	 {idea, thought}(nselect:0)
{idea, thought}(nselect:0) 	 	 {concept, conception, construct}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {part, section, division}(nselect:0)
{part, section, division}(nselect:0) 	 	 {frame}(nselect:0)
{part, section, division}(nselect:0) 	 	 {beginning}(nselect:0)
{part, section, division}(nselect:0) 	 	 {middle}(nselect:0)
{part, section, division}(nselect:0) 	 	 {end}(nselect:0)
{part, section, division}(nselect:0) 	 	 {high point}(nselect:0)
{part, section, division}(nselect:0) 	 	 {component, constituent, element, factor, ingredient}(nselect:0)
{part, section, division}(nselect:0) 	 	 {chukker, chukka}(nselect:0)
{part, section, division}(nselect:0) 	 	 {inning, frame}(nselect:0)
{part, section, division}(nselect:0) 	 	 {game}(nselect:0)
{part, section, division}(nselect:0) 	 	 {turn, bout, round}(nselect:0)
{part, section, division}(nselect:0) 	 	 {first period}(nselect:0)
{part, section, division}(nselect:0) 	 	 {second period}(nselect:0)
{part, section, division}(nselect:0) 	 	 {final period}(nselect:0)
{part, section, division}(nselect:0) 	 	 {period}(nselect:0)
{part, section, division}(nselect:0) 	 	 {quarter}(nselect:0)
{part, section, division}(nselect:0) 	 	 {over}(nselect:0)
{part, section, division}(nselect:0) 	 	 {half}(nselect:3)
{half}(nselect:3) 	 	 {first half}(nselect:0)
{half}(nselect:3) 	 	 {second half, last half}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {process, cognitive process, mental process, operation, cognitive operation}(nselect:0)
{process, cognitive process, mental process, operation, cognitive operation}(nselect:0) 	 	 {basic cognitive process}(nselect:0)
{basic cognitive process}(nselect:0) 	 	 {classification, categorization, categorisation, sorting}(nselect:0)
{classification, categorization, categorisation, sorting}(nselect:0) 	 	 {appraisal, assessment}(nselect:0)
{appraisal, assessment}(nselect:0) 	 	 {evaluation, valuation, rating}(nselect:0)
{evaluation, valuation, rating}(nselect:0) 	 	 {overvaluation}(nselect:0)
{evaluation, valuation, rating}(nselect:0) 	 	 {undervaluation}(nselect:0)
{evaluation, valuation, rating}(nselect:0) 	 	 {pricing}(nselect:0)
{evaluation, valuation, rating}(nselect:0) 	 	 {reevaluation}(nselect:0)
{evaluation, valuation, rating}(nselect:0) 	 	 {bond rating}(nselect:0)
{evaluation, valuation, rating}(nselect:0) 	 	 {mark, grade, score}(nselect:10)
{mark, grade, score}(nselect:10) 	 	 {grade point}(nselect:0)
{mark, grade, score}(nselect:10) 	 	 {percentile, centile}(nselect:0)
{mark, grade, score}(nselect:10) 	 	 {decile}(nselect:0)
{mark, grade, score}(nselect:10) 	 	 {quartile}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {measure, quantity, amount}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {playing period, period of play, play}(nselect:0)
{playing period, period of play, play}(nselect:0) 	 	 {hole, golf hole}(nselect:0)
{playing period, period of play, play}(nselect:0) 	 	 {set}(nselect:21)
{measure, quantity, amount}(nselect:0) 	 	 {definite quantity}(nselect:0)
{definite quantity}(nselect:0) 	 	 {number}(nselect:0)
{number}(nselect:0) 	 	 {arity}(nselect:0)
{number}(nselect:0) 	 	 {coordinate, co-ordinate}(nselect:0)
{number}(nselect:0) 	 	 {pagination, folio, page number, paging}(nselect:0)
{number}(nselect:0) 	 	 {decimal}(nselect:0)
{number}(nselect:0) 	 	 {constant}(nselect:0)
{number}(nselect:0) 	 	 {oxidation number, oxidation state}(nselect:0)
{number}(nselect:0) 	 	 {cardinality}(nselect:0)
{number}(nselect:0) 	 	 {count}(nselect:0)
{number}(nselect:0) 	 	 {factor}(nselect:0)
{number}(nselect:0) 	 	 {Fibonacci number}(nselect:0)
{number}(nselect:0) 	 	 {prime, prime quantity}(nselect:0)
{number}(nselect:0) 	 	 {composite number}(nselect:0)
{number}(nselect:0) 	 	 {record}(nselect:0)
{number}(nselect:0) 	 	 {compound number}(nselect:0)
{number}(nselect:0) 	 	 {ordinal number, ordinal, no.}(nselect:0)
{number}(nselect:0) 	 	 {cardinal number, cardinal}(nselect:0)
{number}(nselect:0) 	 	 {base, radix}(nselect:0)
{number}(nselect:0) 	 	 {floating-point number}(nselect:0)
{number}(nselect:0) 	 	 {fixed-point number}(nselect:0)
{number}(nselect:0) 	 	 {atomic number}(nselect:0)
{number}(nselect:0) 	 	 {baryon number}(nselect:0)
{number}(nselect:0) 	 	 {quota}(nselect:0)
{number}(nselect:0) 	 	 {linage, lineage}(nselect:0)
{number}(nselect:0) 	 	 {natural number}(nselect:0)
{number}(nselect:0) 	 	 {integer, whole number}(nselect:0)
{number}(nselect:0) 	 	 {addend}(nselect:0)
{number}(nselect:0) 	 	 {augend}(nselect:0)
{number}(nselect:0) 	 	 {minuend}(nselect:0)
{number}(nselect:0) 	 	 {subtrahend}(nselect:0)
{number}(nselect:0) 	 	 {remainder, difference}(nselect:0)
{number}(nselect:0) 	 	 {complex number, complex quantity, imaginary number, imaginary}(nselect:0)
{number}(nselect:0) 	 	 {square, second power}(nselect:0)
{number}(nselect:0) 	 	 {cube, third power}(nselect:0)
{number}(nselect:0) 	 	 {biquadrate, biquadratic, quartic, fourth power}(nselect:0)
{number}(nselect:0) 	 	 {root}(nselect:0)
{number}(nselect:0) 	 	 {dividend}(nselect:0)
{number}(nselect:0) 	 	 {divisor}(nselect:0)
{number}(nselect:0) 	 	 {quotient}(nselect:0)
{number}(nselect:0) 	 	 {remainder}(nselect:0)
{number}(nselect:0) 	 	 {multiplier, multiplier factor}(nselect:0)
{number}(nselect:0) 	 	 {multiplicand}(nselect:0)
{number}(nselect:0) 	 	 {score}(nselect:4)
{score}(nselect:4) 	 	 {bowling score}(nselect:0)
{score}(nselect:4) 	 	 {football score}(nselect:0)
{score}(nselect:4) 	 	 {baseball score}(nselect:0)
{score}(nselect:4) 	 	 {basketball score}(nselect:0)
{score}(nselect:4) 	 	 {stroke}(nselect:0)
{score}(nselect:4) 	 	 {birdie}(nselect:0)
{score}(nselect:4) 	 	 {bogey}(nselect:0)
{score}(nselect:4) 	 	 {deficit}(nselect:0)
{score}(nselect:4) 	 	 {double-bogey}(nselect:0)
{score}(nselect:4) 	 	 {duck, duck's egg}(nselect:0)
{score}(nselect:4) 	 	 {eagle}(nselect:0)
{score}(nselect:4) 	 	 {double eagle}(nselect:0)
{score}(nselect:4) 	 	 {game}(nselect:0)
{score}(nselect:4) 	 	 {lead}(nselect:0)
{score}(nselect:4) 	 	 {love}(nselect:0)
{score}(nselect:4) 	 	 {match}(nselect:0)
{score}(nselect:4) 	 	 {par}(nselect:0)
{definite quantity}(nselect:0) 	 	 {unit of measurement, unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {linear unit, linear measure}(nselect:0)
{linear unit, linear measure}(nselect:0) 	 	 {metric linear unit}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {femtometer, femtometre, fermi}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {picometer, picometre, micromicron}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {angstrom, angstrom unit, A}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {nanometer, nanometre, nm, millimicron, micromillimeter, micromillimetre}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {micron, micrometer}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {millimeter, millimetre, mm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {centimeter, centimetre, cm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {decimeter, decimetre, dm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {decameter, dekameter, decametre, dekametre, dam, dkm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {hectometer, hectometre, hm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {kilometer, kilometre, km, klick}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {myriameter, myriametre, mym}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {meter, metre, m}(nselect:54)
{unit of measurement, unit}(nselect:0) 	 	 {metric unit, metric}(nselect:0)
{metric unit, metric}(nselect:0) 	 	 {metric linear unit}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {femtometer, femtometre, fermi}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {picometer, picometre, micromicron}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {angstrom, angstrom unit, A}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {nanometer, nanometre, nm, millimicron, micromillimeter, micromillimetre}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {micron, micrometer}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {millimeter, millimetre, mm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {centimeter, centimetre, cm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {decimeter, decimetre, dm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {decameter, dekameter, decametre, dekametre, dam, dkm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {hectometer, hectometre, hm}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {kilometer, kilometre, km, klick}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {myriameter, myriametre, mym}(nselect:0)
{metric linear unit}(nselect:0) 	 	 {meter, metre, m}(nselect:6)
{measure, quantity, amount}(nselect:0) 	 	 {time unit, unit of time}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {night}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {mean time, mean solar time}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {terrestrial time, TT, terrestrial dynamical time, TDT, ephemeris time}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {month}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {sidereal day, day}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {bell, ship's bell}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {hour, hr, 60 minutes}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {half-hour, 30 minutes}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {quarter-hour, 15 minutes}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {quarter}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {second, sec, s}(nselect:22)
{second, sec, s}(nselect:22) 	 	 {leap second}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {attosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {femtosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {picosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {nanosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {microsecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {millisecond, msec}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {minute, min}(nselect:35)
{measure, quantity, amount}(nselect:0) 	 	 {fundamental quantity, fundamental measure}(nselect:0)
{fundamental quantity, fundamental measure}(nselect:0) 	 	 {time period, period of time, period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {trial period, test period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time frame}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {hours}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {downtime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {uptime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {work time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time off}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bout}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {hospitalization}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {travel time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {times}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time}(nselect:1)
{time}(nselect:1) 	 	 {day}(nselect:0)
{time}(nselect:1) 	 	 {dead}(nselect:0)
{time}(nselect:1) 	 	 {hard times}(nselect:0)
{time}(nselect:1) 	 	 {incarnation}(nselect:0)
{time}(nselect:1) 	 	 {wee}(nselect:0)
{time}(nselect:1) 	 	 {while, piece, spell, patch}(nselect:0)
{time}(nselect:1) 	 	 {moment, mo, minute, second, bit}(nselect:0)
{time}(nselect:1) 	 	 {ephemera}(nselect:0)
{time}(nselect:1) 	 	 {space age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {elapsed time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {duration, continuance}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {week, calendar week}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {midweek}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {field day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {life, lifetime, life-time, lifespan}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {millennium, millenary}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bimillennium, bimillenary}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {occupation}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {past}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {shelf life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {puerperium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {lactation}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time of life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {calendar day, civil day}(nselect:0)
{calendar day, civil day}(nselect:0) 	 	 {day of the week}(nselect:0)
{day of the week}(nselect:0) 	 	 {weekday}(nselect:0)
{weekday}(nselect:0) 	 	 {workday, working day, work day}(nselect:0)
{weekday}(nselect:0) 	 	 {feria}(nselect:0)
{weekday}(nselect:0) 	 	 {Monday, Mon}(nselect:0)
{weekday}(nselect:0) 	 	 {Tuesday, Tues}(nselect:0)
{weekday}(nselect:0) 	 	 {Wednesday, Midweek, Wed}(nselect:0)
{weekday}(nselect:0) 	 	 {Thursday, Th}(nselect:0)
{weekday}(nselect:0) 	 	 {Saturday, Sabbatum, Sat}(nselect:0)
{weekday}(nselect:0) 	 	 {Friday, Fri}(nselect:8)
{time period, period of time, period}(nselect:0) 	 	 {festival}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {day, daytime, daylight}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {morning, morn, morning time, forenoon}(nselect:4)
{time period, period of time, period}(nselect:0) 	 	 {night, nighttime, dark}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {eve}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {evening}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {week, hebdomad}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {fortnight, two weeks}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {weekend}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {Indian summer, Saint Martin's summer}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {school, schooltime, school day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {year, twelvemonth, yr}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {semester}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bimester}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {Olympiad}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {lustrum}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {decade, decennary, decennium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {century}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quadrennium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quinquennium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {half-century}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quarter-century}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quarter}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {phase of the moon}(nselect:0)
