root(nselect:0) 	 	 Verbo(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {tide, lunar time period}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {phase, stage}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {multistage}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {watch}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {peacetime}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {wartime}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {enlistment, hitch, term of enlistment, tour of duty, duty tour, tour}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {honeymoon}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {indiction}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {prohibition, prohibition era}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {incubation period}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {rainy day}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {novitiate, noviciate}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {flower, prime, peak, heyday, bloom, blossom, efflorescence, flush}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {running time}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {clotting time}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {air alert}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {question time}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {real time}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {real time}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {study hall}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {usance}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {window}(nselect:0)
{time period, period of time, period}(nselect:12) 	 	 {semester}(nselect:7)
{fundamental quantity, fundamental measure}(nselect:0) 	 	 {temperature}(nselect:0)
{fundamental quantity, fundamental measure}(nselect:0) 	 	 {mass}(nselect:0)
{fundamental quantity, fundamental measure}(nselect:0) 	 	 {length}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {psychological feature}(nselect:0)
{psychological feature}(nselect:0) 	 	 {event}(nselect:0)
{event}(nselect:0) 	 	 {act, deed, human action, human activity}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {group action}(nselect:0)
{group action}(nselect:0) 	 	 {transaction, dealing, dealings}(nselect:0)
{transaction, dealing, dealings}(nselect:0) 	 	 {commerce, commercialism, mercantilism}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {selling, merchandising, marketing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bait and switch}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {private treaty}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {capitalization, capitalisation}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retail}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {wholesale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {syndication}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dumping}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dutch auction}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retailing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {telemarketing, teleselling, telecommerce}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {vending, peddling, hawking, vendition}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {resale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:5)
{sale}(nselect:5) 	 	 {divestiture}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {commercial enterprise, business enterprise, business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {finance}(nselect:0)
{finance}(nselect:0) 	 	 {corporate finance}(nselect:0)
{finance}(nselect:0) 	 	 {high finance}(nselect:0)
{finance}(nselect:0) 	 	 {investing, investment}(nselect:0)
{finance}(nselect:0) 	 	 {flotation, floatation}(nselect:0)
{finance}(nselect:0) 	 	 {banking}(nselect:0)
{finance}(nselect:0) 	 	 {financing, funding}(nselect:3)
{group action}(nselect:0) 	 	 {vote}(nselect:0)
{group action}(nselect:0) 	 	 {procession}(nselect:0)
{group action}(nselect:0) 	 	 {military action, action}(nselect:0)
{group action}(nselect:0) 	 	 {conflict, struggle, battle}(nselect:0)
{group action}(nselect:0) 	 	 {revolution}(nselect:0)
{group action}(nselect:0) 	 	 {social activity}(nselect:0)
{group action}(nselect:0) 	 	 {communalism}(nselect:0)
{group action}(nselect:0) 	 	 {confederation, alliance}(nselect:0)
{group action}(nselect:0) 	 	 {decolonization, decolonisation}(nselect:0)
{group action}(nselect:0) 	 	 {disbandment}(nselect:0)
{group action}(nselect:0) 	 	 {disestablishment}(nselect:0)
{group action}(nselect:0) 	 	 {stampede}(nselect:0)
{group action}(nselect:0) 	 	 {social control}(nselect:0)
{group action}(nselect:0) 	 	 {coup d'etat, coup, putsch, takeover}(nselect:0)
{group action}(nselect:0) 	 	 {internationalization, internationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {nationalization, nationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {exchange, interchange}(nselect:0)
{group action}(nselect:0) 	 	 {rally, exchange}(nselect:0)
{group action}(nselect:0) 	 	 {submission, compliance}(nselect:0)
{group action}(nselect:0) 	 	 {competition, contention, rivalry}(nselect:0)
{group action}(nselect:0) 	 	 {resistance}(nselect:0)
{group action}(nselect:0) 	 	 {nonresistance}(nselect:0)
{group action}(nselect:0) 	 	 {due process, due process of law}(nselect:0)
{group action}(nselect:0) 	 	 {action}(nselect:0)
{group action}(nselect:0) 	 	 {legalization, legalisation, legitimation}(nselect:0)
{group action}(nselect:0) 	 	 {separation}(nselect:0)
{group action}(nselect:0) 	 	 {integration, integrating, desegregation}(nselect:0)
{group action}(nselect:0) 	 	 {cooperation}(nselect:0)
{group action}(nselect:0) 	 	 {brainstorming}(nselect:0)
{group action}(nselect:0) 	 	 {assembly, assemblage, gathering}(nselect:0)
{group action}(nselect:0) 	 	 {attendance, attending}(nselect:0)
{group action}(nselect:0) 	 	 {nonattendance}(nselect:0)
{group action}(nselect:0) 	 	 {return, paying back, getting even}(nselect:0)
{group action}(nselect:0) 	 	 {democratization, democratisation}(nselect:0)
{group action}(nselect:0) 	 	 {non-engagement, nonparticipation, non-involvement}(nselect:0)
{group action}(nselect:0) 	 	 {ethnic cleansing}(nselect:0)
{group action}(nselect:0) 	 	 {socialization, socialisation}(nselect:0)
{group action}(nselect:0) 	 	 {engagement, participation, involvement, involution}(nselect:3)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {commitment}(nselect:0)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {intervention, intercession}(nselect:0)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {group participation}(nselect:0)
{event}(nselect:0) 	 	 {group action}(nselect:0)
{group action}(nselect:0) 	 	 {transaction, dealing, dealings}(nselect:0)
{transaction, dealing, dealings}(nselect:0) 	 	 {commerce, commercialism, mercantilism}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {selling, merchandising, marketing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bait and switch}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {private treaty}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {capitalization, capitalisation}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retail}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {wholesale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {syndication}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dumping}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dutch auction}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retailing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {telemarketing, teleselling, telecommerce}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {vending, peddling, hawking, vendition}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {resale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:5)
{sale}(nselect:5) 	 	 {divestiture}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {commercial enterprise, business enterprise, business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {finance}(nselect:0)
{finance}(nselect:0) 	 	 {corporate finance}(nselect:0)
{finance}(nselect:0) 	 	 {high finance}(nselect:0)
{finance}(nselect:0) 	 	 {investing, investment}(nselect:0)
{finance}(nselect:0) 	 	 {flotation, floatation}(nselect:0)
{finance}(nselect:0) 	 	 {banking}(nselect:0)
{finance}(nselect:0) 	 	 {financing, funding}(nselect:3)
{group action}(nselect:0) 	 	 {vote}(nselect:0)
{group action}(nselect:0) 	 	 {procession}(nselect:0)
{group action}(nselect:0) 	 	 {military action, action}(nselect:0)
{group action}(nselect:0) 	 	 {conflict, struggle, battle}(nselect:0)
{group action}(nselect:0) 	 	 {revolution}(nselect:0)
{group action}(nselect:0) 	 	 {social activity}(nselect:0)
{group action}(nselect:0) 	 	 {communalism}(nselect:0)
{group action}(nselect:0) 	 	 {confederation, alliance}(nselect:0)
{group action}(nselect:0) 	 	 {decolonization, decolonisation}(nselect:0)
{group action}(nselect:0) 	 	 {disbandment}(nselect:0)
{group action}(nselect:0) 	 	 {disestablishment}(nselect:0)
{group action}(nselect:0) 	 	 {stampede}(nselect:0)
{group action}(nselect:0) 	 	 {social control}(nselect:0)
{group action}(nselect:0) 	 	 {coup d'etat, coup, putsch, takeover}(nselect:0)
{group action}(nselect:0) 	 	 {internationalization, internationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {nationalization, nationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {exchange, interchange}(nselect:0)
{group action}(nselect:0) 	 	 {rally, exchange}(nselect:0)
{group action}(nselect:0) 	 	 {submission, compliance}(nselect:0)
{group action}(nselect:0) 	 	 {competition, contention, rivalry}(nselect:0)
{group action}(nselect:0) 	 	 {resistance}(nselect:0)
{group action}(nselect:0) 	 	 {nonresistance}(nselect:0)
{group action}(nselect:0) 	 	 {due process, due process of law}(nselect:0)
{group action}(nselect:0) 	 	 {action}(nselect:0)
{group action}(nselect:0) 	 	 {legalization, legalisation, legitimation}(nselect:0)
{group action}(nselect:0) 	 	 {separation}(nselect:0)
{group action}(nselect:0) 	 	 {integration, integrating, desegregation}(nselect:0)
{group action}(nselect:0) 	 	 {cooperation}(nselect:0)
{group action}(nselect:0) 	 	 {brainstorming}(nselect:0)
{group action}(nselect:0) 	 	 {assembly, assemblage, gathering}(nselect:0)
{group action}(nselect:0) 	 	 {attendance, attending}(nselect:0)
{group action}(nselect:0) 	 	 {nonattendance}(nselect:0)
{group action}(nselect:0) 	 	 {return, paying back, getting even}(nselect:0)
{group action}(nselect:0) 	 	 {democratization, democratisation}(nselect:0)
{group action}(nselect:0) 	 	 {non-engagement, nonparticipation, non-involvement}(nselect:0)
{group action}(nselect:0) 	 	 {ethnic cleansing}(nselect:0)
{group action}(nselect:0) 	 	 {socialization, socialisation}(nselect:0)
{group action}(nselect:0) 	 	 {engagement, participation, involvement, involution}(nselect:3)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {commitment}(nselect:0)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {intervention, intercession}(nselect:0)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {group participation}(nselect:0)
{event}(nselect:0) 	 	 {happening, occurrence, occurrent, natural event}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {change, alteration, modification}(nselect:0)
{change, alteration, modification}(nselect:0) 	 	 {increase}(nselect:0)
{increase}(nselect:0) 	 	 {augmentation}(nselect:0)
{increase}(nselect:0) 	 	 {concentration}(nselect:0)
{increase}(nselect:0) 	 	 {explosion}(nselect:0)
{increase}(nselect:0) 	 	 {runup, run-up}(nselect:0)
{increase}(nselect:0) 	 	 {waxing}(nselect:0)
{increase}(nselect:0) 	 	 {jump, leap}(nselect:4)
{jump, leap}(nselect:4) 	 	 {quantum leap, quantum jump}(nselect:0)
{psychological feature}(nselect:0) 	 	 {cognition, knowledge, noesis}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {process, cognitive process, mental process, operation, cognitive operation}(nselect:0)
{process, cognitive process, mental process, operation, cognitive operation}(nselect:0) 	 	 {higher cognitive process}(nselect:0)
{higher cognitive process}(nselect:0) 	 	 {thinking, thought, thought process, cerebration, intellection, mentation}(nselect:0)
{thinking, thought, thought process, cerebration, intellection, mentation}(nselect:0) 	 	 {problem solving}(nselect:0)
{problem solving}(nselect:0) 	 	 {calculation, computation, figuring, reckoning}(nselect:0)
{calculation, computation, figuring, reckoning}(nselect:0) 	 	 {estimate, estimation, approximation, idea}(nselect:0)
{estimate, estimation, approximation, idea}(nselect:0) 	 	 {scalage}(nselect:0)
{estimate, estimation, approximation, idea}(nselect:0) 	 	 {guess, guesswork, guessing, shot, dead reckoning}(nselect:0)
{estimate, estimation, approximation, idea}(nselect:0) 	 	 {guesstimate, guestimate}(nselect:0)
{estimate, estimation, approximation, idea}(nselect:0) 	 	 {overestimate, overestimation, overrating, overreckoning}(nselect:0)
{estimate, estimation, approximation, idea}(nselect:0) 	 	 {underestimate, underestimation, underrating, underreckoning}(nselect:0)
{estimate, estimation, approximation, idea}(nselect:0) 	 	 {credit rating, credit}(nselect:3)
{abstraction, abstract entity}(nselect:0) 	 	 {attribute}(nselect:0)
{attribute}(nselect:0) 	 	 {property}(nselect:0)
{property}(nselect:0) 	 	 {magnitude}(nselect:0)
{magnitude}(nselect:0) 	 	 {amount}(nselect:0)
{amount}(nselect:0) 	 	 {positivity, positiveness}(nselect:0)
{amount}(nselect:0) 	 	 {negativity, negativeness}(nselect:0)
{amount}(nselect:0) 	 	 {critical mass}(nselect:0)
{amount}(nselect:0) 	 	 {quantity}(nselect:0)
{amount}(nselect:0) 	 	 {decrease, decrement}(nselect:0)
{amount}(nselect:0) 	 	 {smallness}(nselect:0)
{amount}(nselect:0) 	 	 {insufficiency, inadequacy, deficiency}(nselect:0)
{amount}(nselect:0) 	 	 {margin}(nselect:0)
{amount}(nselect:0) 	 	 {number, figure}(nselect:0)
{amount}(nselect:0) 	 	 {increase, increment}(nselect:6)
{increase, increment}(nselect:6) 	 	 {amplification, gain}(nselect:0)
{increase, increment}(nselect:6) 	 	 {fare increase}(nselect:0)
{increase, increment}(nselect:6) 	 	 {price increase}(nselect:0)
{increase, increment}(nselect:6) 	 	 {raise, rise, wage hike, hike, wage increase, salary increase}(nselect:0)
{increase, increment}(nselect:6) 	 	 {rise, boost, hike, cost increase}(nselect:0)
{increase, increment}(nselect:6) 	 	 {supplement, supplementation}(nselect:0)
{increase, increment}(nselect:6) 	 	 {tax-increase, tax boost, tax hike}(nselect:0)
{increase, increment}(nselect:6) 	 	 {up-tick}(nselect:0)
{property}(nselect:0) 	 	 {actinism}(nselect:0)
{property}(nselect:0) 	 	 {isotropy, symmetry}(nselect:0)
{property}(nselect:0) 	 	 {anisotropy}(nselect:0)
{property}(nselect:0) 	 	 {characteristic, device characteristic}(nselect:0)
{property}(nselect:0) 	 	 {connectivity}(nselect:0)
{property}(nselect:0) 	 	 {duality, wave-particle duality}(nselect:0)
{property}(nselect:0) 	 	 {heredity, genetic endowment}(nselect:0)
{property}(nselect:0) 	 	 {age}(nselect:0)
{property}(nselect:0) 	 	 {manner, mode, style, way, fashion}(nselect:0)
{property}(nselect:0) 	 	 {constitution, composition, physical composition, makeup, make-up}(nselect:0)
{property}(nselect:0) 	 	 {consistency, consistence, eubstance, body}(nselect:0)
{property}(nselect:0) 	 	 {disposition}(nselect:0)
{property}(nselect:0) 	 	 {tactile property, feel}(nselect:0)
{property}(nselect:0) 	 	 {optics}(nselect:0)
{property}(nselect:0) 	 	 {visual property}(nselect:0)
{property}(nselect:0) 	 	 {olfactory property, smell, aroma, odor, odour, scent}(nselect:0)
{property}(nselect:0) 	 	 {sound property}(nselect:0)
{property}(nselect:0) 	 	 {fullness, mellowness, richness}(nselect:0)
{property}(nselect:0) 	 	 {taste property}(nselect:0)
{property}(nselect:0) 	 	 {saltiness}(nselect:0)
{property}(nselect:0) 	 	 {edibility, edibleness}(nselect:0)
{property}(nselect:0) 	 	 {bodily property}(nselect:0)
{property}(nselect:0) 	 	 {physical property}(nselect:0)
{property}(nselect:0) 	 	 {chemical property}(nselect:0)
{property}(nselect:0) 	 	 {sustainability}(nselect:0)
{property}(nselect:0) 	 	 {strength}(nselect:0)
{property}(nselect:0) 	 	 {concentration}(nselect:0)
{property}(nselect:0) 	 	 {weakness}(nselect:0)
{property}(nselect:0) 	 	 {temporal property}(nselect:0)
{property}(nselect:0) 	 	 {viability}(nselect:0)
{property}(nselect:0) 	 	 {spatial property, spatiality}(nselect:0)
{property}(nselect:0) 	 	 {degree, grade, level}(nselect:0)
{property}(nselect:0) 	 	 {hydrophobicity}(nselect:0)
{property}(nselect:0) 	 	 {analyticity}(nselect:0)
{property}(nselect:0) 	 	 {compositeness}(nselect:0)
{property}(nselect:0) 	 	 {primality}(nselect:0)
{property}(nselect:0) 	 	 {selectivity}(nselect:0)
{property}(nselect:0) 	 	 {vascularity}(nselect:0)
{property}(nselect:0) 	 	 {extension}(nselect:0)
{property}(nselect:0) 	 	 {solvability, solubility}(nselect:0)
{property}(nselect:0) 	 	 {unsolvability, insolubility}(nselect:0)
{property}(nselect:0) 	 	 {size}(nselect:3)
{size}(nselect:3) 	 	 {extra large}(nselect:0)
{size}(nselect:3) 	 	 {large}(nselect:0)
{size}(nselect:3) 	 	 {number}(nselect:0)
{size}(nselect:3) 	 	 {octavo, eightvo, 8vo}(nselect:0)
{size}(nselect:3) 	 	 {outsize}(nselect:0)
{size}(nselect:3) 	 	 {petite}(nselect:0)
{size}(nselect:3) 	 	 {quarto, 4to}(nselect:0)
{size}(nselect:3) 	 	 {regular}(nselect:0)
{size}(nselect:3) 	 	 {small}(nselect:0)
{size}(nselect:3) 	 	 {stout}(nselect:0)
{size}(nselect:3) 	 	 {tall}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {communication}(nselect:0)
{communication}(nselect:0) 	 	 {message, content, subject matter, substance}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {information, info}(nselect:0)
{information, info}(nselect:0) 	 	 {database}(nselect:0)
{database}(nselect:0) 	 	 {list, listing}(nselect:0)
{list, listing}(nselect:0) 	 	 {agenda, agendum, order of business}(nselect:0)
{list, listing}(nselect:0) 	 	 {A-list}(nselect:0)
{list, listing}(nselect:0) 	 	 {bibliography}(nselect:0)
{list, listing}(nselect:0) 	 	 {bill}(nselect:0)
{list, listing}(nselect:0) 	 	 {blacklist, black book, shitlist}(nselect:0)
{list, listing}(nselect:0) 	 	 {calendar}(nselect:0)
{list, listing}(nselect:0) 	 	 {calorie chart}(nselect:0)
{list, listing}(nselect:0) 	 	 {canon}(nselect:0)
{list, listing}(nselect:0) 	 	 {catalog, catalogue}(nselect:0)
{list, listing}(nselect:0) 	 	 {character set}(nselect:0)
{list, listing}(nselect:0) 	 	 {checklist}(nselect:0)
{list, listing}(nselect:0) 	 	 {class list, honours list}(nselect:0)
{list, listing}(nselect:0) 	 	 {codex}(nselect:0)
{list, listing}(nselect:0) 	 	 {contents, table of contents}(nselect:0)
{list, listing}(nselect:0) 	 	 {corrigenda}(nselect:0)
{list, listing}(nselect:0) 	 	 {credits}(nselect:0)
{list, listing}(nselect:0) 	 	 {criminal record, record}(nselect:0)
{list, listing}(nselect:0) 	 	 {directory}(nselect:0)
{list, listing}(nselect:0) 	 	 {distribution list}(nselect:0)
{list, listing}(nselect:0) 	 	 {enumeration, numbering}(nselect:0)
{list, listing}(nselect:0) 	 	 {FAQ}(nselect:0)
{list, listing}(nselect:0) 	 	 {free list}(nselect:0)
{list, listing}(nselect:0) 	 	 {grocery list, shopping list}(nselect:0)
{list, listing}(nselect:0) 	 	 {hit list}(nselect:0)
{list, listing}(nselect:0) 	 	 {hit parade}(nselect:0)
{list, listing}(nselect:0) 	 	 {index}(nselect:0)
{list, listing}(nselect:0) 	 	 {key}(nselect:0)
{list, listing}(nselect:0) 	 	 {key}(nselect:0)
{list, listing}(nselect:0) 	 	 {inventory, stock list}(nselect:0)
{list, listing}(nselect:0) 	 	 {mailing list}(nselect:0)
{list, listing}(nselect:0) 	 	 {masthead, flag}(nselect:0)
{list, listing}(nselect:0) 	 	 {menu, computer menu}(nselect:0)
{list, listing}(nselect:0) 	 	 {necrology}(nselect:0)
{list, listing}(nselect:0) 	 	 {playlist, play list}(nselect:0)
{list, listing}(nselect:0) 	 	 {posting}(nselect:0)
{list, listing}(nselect:0) 	 	 {price list}(nselect:0)
{list, listing}(nselect:0) 	 	 {push-down list, push-down stack, stack}(nselect:0)
{list, listing}(nselect:0) 	 	 {queue}(nselect:0)
{list, listing}(nselect:0) 	 	 {roll, roster}(nselect:0)
{list, listing}(nselect:0) 	 	 {schedule}(nselect:0)
{list, listing}(nselect:0) 	 	 {shopping list}(nselect:0)
{list, listing}(nselect:0) 	 	 {short list, shortlist}(nselect:0)
{list, listing}(nselect:0) 	 	 {sick list}(nselect:0)
{list, listing}(nselect:0) 	 	 {slate, ticket}(nselect:0)
{list, listing}(nselect:0) 	 	 {standing}(nselect:0)
{list, listing}(nselect:0) 	 	 {wish list}(nselect:0)
{list, listing}(nselect:0) 	 	 {portfolio}(nselect:11)
{entity}(nselect:0) 	 	 {physical entity}(nselect:0)
{physical entity}(nselect:0) 	 	 {process, physical process}(nselect:0)
{process, physical process}(nselect:0) 	 	 {phenomenon}(nselect:0)
{phenomenon}(nselect:0) 	 	 {natural phenomenon}(nselect:0)
{phenomenon}(nselect:0) 	 	 {levitation}(nselect:0)
{phenomenon}(nselect:0) 	 	 {metempsychosis, rebirth}(nselect:0)
{phenomenon}(nselect:0) 	 	 {luck, fortune, chance, hazard}(nselect:0)
{phenomenon}(nselect:0) 	 	 {luck, fortune}(nselect:0)
{phenomenon}(nselect:0) 	 	 {pulsation}(nselect:0)
{phenomenon}(nselect:0) 	 	 {consequence, effect, outcome, result, event, issue, upshot}(nselect:15)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {offspring, materialization, materialisation}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {aftereffect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {aftermath, wake, backwash}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {bandwagon effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {brisance}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {butterfly effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {by-product, byproduct}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {change}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {coattails effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {Coriolis effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {dent}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {domino effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {harvest}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {impact, wallop}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {influence}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {knock-on effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {outgrowth, branch, offshoot, offset}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {product}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {placebo effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {position effect}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {repercussion, reverberation}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {response}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {side effect, fallout}(nselect:0)
{consequence, effect, outcome, result, event, issue, upshot}(nselect:15) 	 	 {spillover}(nselect:0)

